VACUNA,ANIO,MES,PROVINCIA,DISTRITO,RANGO_EDAD,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO,CANTIDAD
AMA,2019,ABRIL,CORONEL PORTILLO,CALLERIA,1_ANIO,452.0,168924,998497,67
AMA,2019,ABRIL,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,63.0,19029,998497,34
AMA,2019,ABRIL,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,27.0,5690,998497,17
AMA,2019,ABRIL,CORONEL PORTILLO,YARINACOCHA,1_ANIO,390.0,115625,998497,89
AMA,2019,ABRIL,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6037,998497,6
AMA,2019,ABRIL,PADRE ABAD,CURIMANA,1_ANIO,20.0,9803,998497,12
AMA,2019,ABRIL,PADRE ABAD,NESHUYA,1_ANIO,26.0,10080,998497,13
AMA,2019,AGOSTO,CORONEL PORTILLO,CALLERIA,1_ANIO,435.0,168924,3650033,26
AMA,2019,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,56.0,19029,3650033,13
AMA,2019,AGOSTO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5690,3650033,7
AMA,2019,AGOSTO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,371.0,115625,3650033,29
AMA,2019,AGOSTO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,7.0,6037,3650033,2
AMA,2019,AGOSTO,PADRE ABAD,CURIMANA,1_ANIO,19.0,9803,3650033,0
AMA,2019,AGOSTO,PADRE ABAD,NESHUYA,1_ANIO,23.0,10080,3650033,11
AMA,2019,DICIEMBRE,CORONEL PORTILLO,CALLERIA,1_ANIO,440.0,168924,1953340,43
AMA,2019,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,57.0,19029,1953340,15
AMA,2019,DICIEMBRE,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5690,1953340,15
AMA,2019,DICIEMBRE,CORONEL PORTILLO,YARINACOCHA,1_ANIO,368.0,115625,1953340,58
AMA,2019,DICIEMBRE,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,7.0,6037,1953340,3
AMA,2019,DICIEMBRE,PADRE ABAD,CURIMANA,1_ANIO,19.0,9803,1953340,12
AMA,2019,DICIEMBRE,PADRE ABAD,NESHUYA,1_ANIO,24.0,10080,1953340,14
AMA,2019,ENERO,CORONEL PORTILLO,CALLERIA,1_ANIO,422.0,168924,924269,85
AMA,2019,ENERO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,58.0,19029,924269,18
AMA,2019,ENERO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,23.0,5690,924269,11
AMA,2019,ENERO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,375.0,115625,924269,83
AMA,2019,ENERO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,6.0,6037,924269,2
AMA,2019,ENERO,PADRE ABAD,CURIMANA,1_ANIO,15.0,9803,924269,14
AMA,2019,ENERO,PADRE ABAD,NESHUYA,1_ANIO,25.0,10080,924269,8
AMA,2019,FEBRERO,CORONEL PORTILLO,CALLERIA,1_ANIO,404.0,168924,1000320,125
AMA,2019,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,58.0,19029,1000320,29
AMA,2019,FEBRERO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5690,1000320,8
AMA,2019,FEBRERO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,341.0,115625,1000320,110
AMA,2019,FEBRERO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,6.0,6037,1000320,8
AMA,2019,FEBRERO,PADRE ABAD,CURIMANA,1_ANIO,15.0,9803,1000320,44
AMA,2019,FEBRERO,PADRE ABAD,NESHUYA,1_ANIO,25.0,10080,1000320,38
AMA,2019,JULIO,CORONEL PORTILLO,CALLERIA,1_ANIO,452.0,168924,1352080,18
AMA,2019,JULIO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,63.0,19029,1352080,5
AMA,2019,JULIO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,27.0,5690,1352080,0
AMA,2019,JULIO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,390.0,115625,1352080,49
AMA,2019,JULIO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6037,1352080,1
AMA,2019,JULIO,PADRE ABAD,CURIMANA,1_ANIO,20.0,9803,1352080,0
AMA,2019,JULIO,PADRE ABAD,NESHUYA,1_ANIO,26.0,10080,1352080,4
AMA,2019,JUNIO,CORONEL PORTILLO,CALLERIA,1_ANIO,434.0,168924,1235133,10
AMA,2019,JUNIO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,60.0,19029,1235133,3
AMA,2019,JUNIO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,25.0,5690,1235133,4
AMA,2019,JUNIO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,370.0,115625,1235133,38
AMA,2019,JUNIO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,6.0,6037,1235133,2
AMA,2019,JUNIO,PADRE ABAD,CURIMANA,1_ANIO,19.0,9803,1235133,0
AMA,2019,JUNIO,PADRE ABAD,NESHUYA,1_ANIO,23.0,10080,1235133,3
AMA,2019,MARZO,CORONEL PORTILLO,CALLERIA,1_ANIO,452.0,168924,1003216,99
AMA,2019,MARZO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,63.0,19029,1003216,25
AMA,2019,MARZO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,27.0,5690,1003216,8
AMA,2019,MARZO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,390.0,115625,1003216,114
AMA,2019,MARZO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6037,1003216,5
AMA,2019,MARZO,PADRE ABAD,CURIMANA,1_ANIO,20.0,9803,1003216,25
AMA,2019,MARZO,PADRE ABAD,NESHUYA,1_ANIO,26.0,10080,1003216,30
AMA,2019,MAYO,CORONEL PORTILLO,CALLERIA,1_ANIO,434.0,168924,1030125,44
AMA,2019,MAYO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,60.0,19029,1030125,25
AMA,2019,MAYO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,26.0,5690,1030125,8
AMA,2019,MAYO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,361.0,115625,1030125,73
AMA,2019,MAYO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,7.0,6037,1030125,4
AMA,2019,MAYO,PADRE ABAD,CURIMANA,1_ANIO,20.0,9803,1030125,21
AMA,2019,MAYO,PADRE ABAD,NESHUYA,1_ANIO,25.0,10080,1030125,8
AMA,2019,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,1_ANIO,439.0,168924,1813790,47
AMA,2019,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,57.0,19029,1813790,28
AMA,2019,NOVIEMBRE,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5690,1813790,4
AMA,2019,NOVIEMBRE,CORONEL PORTILLO,YARINACOCHA,1_ANIO,368.0,115625,1813790,66
AMA,2019,NOVIEMBRE,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,7.0,6037,1813790,4
AMA,2019,NOVIEMBRE,PADRE ABAD,CURIMANA,1_ANIO,19.0,9803,1813790,4
AMA,2019,NOVIEMBRE,PADRE ABAD,NESHUYA,1_ANIO,24.0,10080,1813790,18
AMA,2019,OCTUBRE,CORONEL PORTILLO,CALLERIA,1_ANIO,452.0,168924,619318,49
AMA,2019,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,63.0,19029,619318,20
AMA,2019,OCTUBRE,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,27.0,5690,619318,7
AMA,2019,OCTUBRE,CORONEL PORTILLO,YARINACOCHA,1_ANIO,390.0,115625,619318,80
AMA,2019,OCTUBRE,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6037,619318,1
AMA,2019,OCTUBRE,PADRE ABAD,CURIMANA,1_ANIO,20.0,9803,619318,3
AMA,2019,OCTUBRE,PADRE ABAD,NESHUYA,1_ANIO,26.0,10080,619318,8
AMA,2019,SETIEMBRE,CORONEL PORTILLO,CALLERIA,1_ANIO,439.0,168924,85800,89
AMA,2019,SETIEMBRE,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,57.0,19029,85800,17
AMA,2019,SETIEMBRE,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,23.0,5690,85800,16
AMA,2019,SETIEMBRE,CORONEL PORTILLO,YARINACOCHA,1_ANIO,373.0,115625,85800,122
AMA,2019,SETIEMBRE,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6037,85800,3
AMA,2019,SETIEMBRE,PADRE ABAD,CURIMANA,1_ANIO,19.0,9803,85800,16
AMA,2019,SETIEMBRE,PADRE ABAD,NESHUYA,1_ANIO,24.0,10080,85800,13
AMA,2020,ABRIL,ATALAYA,RAIMONDI,1_ANIO,91.0,39732,815151,1
AMA,2020,ABRIL,ATALAYA,SEPAHUA,1_ANIO,14.0,8264,815151,2
AMA,2020,ABRIL,ATALAYA,TAHUANIA,1_ANIO,24.0,10618,815151,0
AMA,2020,ABRIL,ATALAYA,YURUA,1_ANIO,7.0,2435,815151,0
AMA,2020,ABRIL,CORONEL PORTILLO,CALLERIA,1_ANIO,572.0,172052,815151,0
AMA,2020,ABRIL,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,60.0,19598,815151,1
AMA,2020,ABRIL,CORONEL PORTILLO,IPARIA,1_ANIO,43.0,12350,815151,1
AMA,2020,ABRIL,CORONEL PORTILLO,MANANTAY,1_ANIO,132.0,107364,815151,2
AMA,2020,ABRIL,CORONEL PORTILLO,MASISEA,1_ANIO,49.0,11961,815151,8
AMA,2020,ABRIL,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5742,815151,0
AMA,2020,ABRIL,CORONEL PORTILLO,YARINACOCHA,1_ANIO,370.0,118666,815151,1
AMA,2020,ABRIL,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,6.0,6159,815151,0
AMA,2020,ABRIL,PADRE ABAD,CURIMANA,1_ANIO,17.0,10219,815151,0
AMA,2020,ABRIL,PADRE ABAD,IRAZOLA,1_ANIO,39.0,12065,815151,1
AMA,2020,ABRIL,PADRE ABAD,NESHUYA,1_ANIO,25.0,10501,815151,0
AMA,2020,ABRIL,PADRE ABAD,PADRE ABAD,1_ANIO,91.0,38100,815151,0
AMA,2020,ABRIL,PURUS,PURUS,1_ANIO,18.0,3284,815151,0
AMA,2020,AGOSTO,ATALAYA,RAIMONDI,1_ANIO,98.0,39732,725676,16
AMA,2020,AGOSTO,ATALAYA,SEPAHUA,1_ANIO,16.0,8264,725676,4
AMA,2020,AGOSTO,ATALAYA,TAHUANIA,1_ANIO,26.0,10618,725676,0
AMA,2020,AGOSTO,ATALAYA,YURUA,1_ANIO,6.0,2435,725676,0
AMA,2020,AGOSTO,CORONEL PORTILLO,CALLERIA,1_ANIO,663.0,172052,725676,148
AMA,2020,AGOSTO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,58.0,19598,725676,33
AMA,2020,AGOSTO,CORONEL PORTILLO,IPARIA,1_ANIO,39.0,12350,725676,14
AMA,2020,AGOSTO,CORONEL PORTILLO,MANANTAY,1_ANIO,139.0,107364,725676,55
AMA,2020,AGOSTO,CORONEL PORTILLO,MASISEA,1_ANIO,48.0,11961,725676,25
AMA,2020,AGOSTO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,21.0,5742,725676,2
AMA,2020,AGOSTO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,411.0,118666,725676,79
AMA,2020,AGOSTO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,9.0,6159,725676,1
AMA,2020,AGOSTO,PADRE ABAD,CURIMANA,1_ANIO,22.0,10219,725676,13
AMA,2020,AGOSTO,PADRE ABAD,IRAZOLA,1_ANIO,44.0,12065,725676,5
AMA,2020,AGOSTO,PADRE ABAD,NESHUYA,1_ANIO,27.0,10501,725676,15
AMA,2020,AGOSTO,PADRE ABAD,PADRE ABAD,1_ANIO,107.0,38100,725676,4
AMA,2020,AGOSTO,PURUS,PURUS,1_ANIO,17.0,3284,725676,8
AMA,2020,DICIEMBRE,ATALAYA,RAIMONDI,1_ANIO,120.0,39732,161316,69
AMA,2020,DICIEMBRE,ATALAYA,SEPAHUA,1_ANIO,17.0,8264,161316,14
AMA,2020,DICIEMBRE,ATALAYA,TAHUANIA,1_ANIO,28.0,10618,161316,6
AMA,2020,DICIEMBRE,ATALAYA,YURUA,1_ANIO,7.0,2435,161316,2
AMA,2020,DICIEMBRE,CORONEL PORTILLO,CALLERIA,1_ANIO,679.0,172052,161316,155
AMA,2020,DICIEMBRE,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,56.0,19598,161316,30
AMA,2020,DICIEMBRE,CORONEL PORTILLO,IPARIA,1_ANIO,35.0,12350,161316,21
AMA,2020,DICIEMBRE,CORONEL PORTILLO,MANANTAY,1_ANIO,151.0,107364,161316,84
AMA,2020,DICIEMBRE,CORONEL PORTILLO,MASISEA,1_ANIO,47.0,11961,161316,31
AMA,2020,DICIEMBRE,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,31.0,5742,161316,10
AMA,2020,DICIEMBRE,CORONEL PORTILLO,YARINACOCHA,1_ANIO,424.0,118666,161316,37
AMA,2020,DICIEMBRE,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,11.0,6159,161316,6
AMA,2020,DICIEMBRE,PADRE ABAD,CURIMANA,1_ANIO,19.0,10219,161316,12
AMA,2020,DICIEMBRE,PADRE ABAD,IRAZOLA,1_ANIO,47.0,12065,161316,9
AMA,2020,DICIEMBRE,PADRE ABAD,NESHUYA,1_ANIO,28.0,10501,161316,5
AMA,2020,DICIEMBRE,PADRE ABAD,PADRE ABAD,1_ANIO,113.0,38100,161316,19
AMA,2020,DICIEMBRE,PURUS,PURUS,1_ANIO,17.0,3284,161316,5
AMA,2020,ENERO,ATALAYA,RAIMONDI,1_ANIO,84.0,39732,777891,3
AMA,2020,ENERO,ATALAYA,SEPAHUA,1_ANIO,14.0,8264,777891,0
AMA,2020,ENERO,ATALAYA,TAHUANIA,1_ANIO,24.0,10618,777891,0
AMA,2020,ENERO,ATALAYA,YURUA,1_ANIO,7.0,2435,777891,0
AMA,2020,ENERO,CORONEL PORTILLO,CALLERIA,1_ANIO,572.0,172052,777891,119
AMA,2020,ENERO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,61.0,19598,777891,18
AMA,2020,ENERO,CORONEL PORTILLO,IPARIA,1_ANIO,41.0,12350,777891,7
AMA,2020,ENERO,CORONEL PORTILLO,MANANTAY,1_ANIO,124.0,107364,777891,56
AMA,2020,ENERO,CORONEL PORTILLO,MASISEA,1_ANIO,44.0,11961,777891,20
AMA,2020,ENERO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5742,777891,2
AMA,2020,ENERO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,375.0,118666,777891,61
AMA,2020,ENERO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6159,777891,4
AMA,2020,ENERO,PADRE ABAD,CURIMANA,1_ANIO,18.0,10219,777891,6
AMA,2020,ENERO,PADRE ABAD,IRAZOLA,1_ANIO,42.0,12065,777891,7
AMA,2020,ENERO,PADRE ABAD,NESHUYA,1_ANIO,24.0,10501,777891,15
AMA,2020,ENERO,PADRE ABAD,PADRE ABAD,1_ANIO,91.0,38100,777891,14
AMA,2020,ENERO,PURUS,PURUS,1_ANIO,17.0,3284,777891,3
AMA,2020,FEBRERO,ATALAYA,RAIMONDI,1_ANIO,85.0,39732,761802,26
AMA,2020,FEBRERO,ATALAYA,SEPAHUA,1_ANIO,14.0,8264,761802,3
AMA,2020,FEBRERO,ATALAYA,TAHUANIA,1_ANIO,24.0,10618,761802,0
AMA,2020,FEBRERO,ATALAYA,YURUA,1_ANIO,7.0,2435,761802,0
AMA,2020,FEBRERO,CORONEL PORTILLO,CALLERIA,1_ANIO,574.0,172052,761802,75
AMA,2020,FEBRERO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,61.0,19598,761802,10
AMA,2020,FEBRERO,CORONEL PORTILLO,IPARIA,1_ANIO,43.0,12350,761802,2
AMA,2020,FEBRERO,CORONEL PORTILLO,MANANTAY,1_ANIO,125.0,107364,761802,30
AMA,2020,FEBRERO,CORONEL PORTILLO,MASISEA,1_ANIO,44.0,11961,761802,12
AMA,2020,FEBRERO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5742,761802,5
AMA,2020,FEBRERO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,379.0,118666,761802,70
AMA,2020,FEBRERO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6159,761802,5
AMA,2020,FEBRERO,PADRE ABAD,CURIMANA,1_ANIO,18.0,10219,761802,9
AMA,2020,FEBRERO,PADRE ABAD,IRAZOLA,1_ANIO,43.0,12065,761802,8
AMA,2020,FEBRERO,PADRE ABAD,NESHUYA,1_ANIO,25.0,10501,761802,23
AMA,2020,FEBRERO,PADRE ABAD,PADRE ABAD,1_ANIO,91.0,38100,761802,30
AMA,2020,FEBRERO,PURUS,PURUS,1_ANIO,17.0,3284,761802,7
AMA,2020,JULIO,ATALAYA,RAIMONDI,1_ANIO,84.0,39732,804264,6
AMA,2020,JULIO,ATALAYA,SEPAHUA,1_ANIO,14.0,8264,804264,0
AMA,2020,JULIO,ATALAYA,TAHUANIA,1_ANIO,24.0,10618,804264,0
AMA,2020,JULIO,ATALAYA,YURUA,1_ANIO,7.0,2435,804264,0
AMA,2020,JULIO,CORONEL PORTILLO,CALLERIA,1_ANIO,572.0,172052,804264,95
AMA,2020,JULIO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,61.0,19598,804264,20
AMA,2020,JULIO,CORONEL PORTILLO,IPARIA,1_ANIO,41.0,12350,804264,22
AMA,2020,JULIO,CORONEL PORTILLO,MANANTAY,1_ANIO,124.0,107364,804264,61
AMA,2020,JULIO,CORONEL PORTILLO,MASISEA,1_ANIO,44.0,11961,804264,17
AMA,2020,JULIO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5742,804264,0
AMA,2020,JULIO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,375.0,118666,804264,58
AMA,2020,JULIO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6159,804264,1
AMA,2020,JULIO,PADRE ABAD,CURIMANA,1_ANIO,18.0,10219,804264,15
AMA,2020,JULIO,PADRE ABAD,IRAZOLA,1_ANIO,42.0,12065,804264,1
AMA,2020,JULIO,PADRE ABAD,NESHUYA,1_ANIO,24.0,10501,804264,19
AMA,2020,JULIO,PADRE ABAD,PADRE ABAD,1_ANIO,91.0,38100,804264,10
AMA,2020,JULIO,PURUS,PURUS,1_ANIO,17.0,3284,804264,1
AMA,2020,JUNIO,ATALAYA,RAIMONDI,1_ANIO,92.0,39732,718822,16
AMA,2020,JUNIO,ATALAYA,SEPAHUA,1_ANIO,14.0,8264,718822,0
AMA,2020,JUNIO,ATALAYA,TAHUANIA,1_ANIO,23.0,10618,718822,0
AMA,2020,JUNIO,ATALAYA,YURUA,1_ANIO,6.0,2435,718822,1
AMA,2020,JUNIO,CORONEL PORTILLO,CALLERIA,1_ANIO,603.0,172052,718822,26
AMA,2020,JUNIO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,58.0,19598,718822,15
AMA,2020,JUNIO,CORONEL PORTILLO,IPARIA,1_ANIO,40.0,12350,718822,0
AMA,2020,JUNIO,CORONEL PORTILLO,MANANTAY,1_ANIO,143.0,107364,718822,20
AMA,2020,JUNIO,CORONEL PORTILLO,MASISEA,1_ANIO,49.0,11961,718822,7
AMA,2020,JUNIO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,21.0,5742,718822,0
AMA,2020,JUNIO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,382.0,118666,718822,15
AMA,2020,JUNIO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,7.0,6159,718822,0
AMA,2020,JUNIO,PADRE ABAD,CURIMANA,1_ANIO,21.0,10219,718822,0
AMA,2020,JUNIO,PADRE ABAD,IRAZOLA,1_ANIO,42.0,12065,718822,9
AMA,2020,JUNIO,PADRE ABAD,NESHUYA,1_ANIO,27.0,10501,718822,9
AMA,2020,JUNIO,PADRE ABAD,PADRE ABAD,1_ANIO,98.0,38100,718822,4
AMA,2020,JUNIO,PURUS,PURUS,1_ANIO,17.0,3284,718822,6
AMA,2020,MARZO,ATALAYA,RAIMONDI,1_ANIO,86.0,39732,751336,15
AMA,2020,MARZO,ATALAYA,SEPAHUA,1_ANIO,14.0,8264,751336,7
AMA,2020,MARZO,ATALAYA,TAHUANIA,1_ANIO,24.0,10618,751336,0
AMA,2020,MARZO,ATALAYA,YURUA,1_ANIO,7.0,2435,751336,0
AMA,2020,MARZO,CORONEL PORTILLO,CALLERIA,1_ANIO,573.0,172052,751336,42
AMA,2020,MARZO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,60.0,19598,751336,6
AMA,2020,MARZO,CORONEL PORTILLO,IPARIA,1_ANIO,43.0,12350,751336,6
AMA,2020,MARZO,CORONEL PORTILLO,MANANTAY,1_ANIO,131.0,107364,751336,29
AMA,2020,MARZO,CORONEL PORTILLO,MASISEA,1_ANIO,45.0,11961,751336,17
AMA,2020,MARZO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5742,751336,7
AMA,2020,MARZO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,382.0,118666,751336,39
AMA,2020,MARZO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,8.0,6159,751336,0
AMA,2020,MARZO,PADRE ABAD,CURIMANA,1_ANIO,18.0,10219,751336,9
AMA,2020,MARZO,PADRE ABAD,IRAZOLA,1_ANIO,43.0,12065,751336,4
AMA,2020,MARZO,PADRE ABAD,NESHUYA,1_ANIO,26.0,10501,751336,9
AMA,2020,MARZO,PADRE ABAD,PADRE ABAD,1_ANIO,89.0,38100,751336,3
AMA,2020,MARZO,PURUS,PURUS,1_ANIO,17.0,3284,751336,6
AMA,2020,MAYO,ATALAYA,RAIMONDI,1_ANIO,89.0,39732,710703,34
AMA,2020,MAYO,ATALAYA,SEPAHUA,1_ANIO,13.0,8264,710703,0
AMA,2020,MAYO,ATALAYA,TAHUANIA,1_ANIO,23.0,10618,710703,1
AMA,2020,MAYO,ATALAYA,YURUA,1_ANIO,7.0,2435,710703,0
AMA,2020,MAYO,CORONEL PORTILLO,CALLERIA,1_ANIO,603.0,172052,710703,4
AMA,2020,MAYO,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,58.0,19598,710703,4
AMA,2020,MAYO,CORONEL PORTILLO,IPARIA,1_ANIO,43.0,12350,710703,0
AMA,2020,MAYO,CORONEL PORTILLO,MANANTAY,1_ANIO,136.0,107364,710703,1
AMA,2020,MAYO,CORONEL PORTILLO,MASISEA,1_ANIO,49.0,11961,710703,6
AMA,2020,MAYO,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,22.0,5742,710703,0
AMA,2020,MAYO,CORONEL PORTILLO,YARINACOCHA,1_ANIO,384.0,118666,710703,3
AMA,2020,MAYO,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,7.0,6159,710703,0
AMA,2020,MAYO,PADRE ABAD,CURIMANA,1_ANIO,20.0,10219,710703,0
AMA,2020,MAYO,PADRE ABAD,IRAZOLA,1_ANIO,41.0,12065,710703,1
AMA,2020,MAYO,PADRE ABAD,NESHUYA,1_ANIO,27.0,10501,710703,1
AMA,2020,MAYO,PADRE ABAD,PADRE ABAD,1_ANIO,96.0,38100,710703,2
AMA,2020,MAYO,PURUS,PURUS,1_ANIO,18.0,3284,710703,7
AMA,2020,NOVIEMBRE,ATALAYA,RAIMONDI,1_ANIO,120.0,39732,1348304,89
AMA,2020,NOVIEMBRE,ATALAYA,SEPAHUA,1_ANIO,17.0,8264,1348304,45
AMA,2020,NOVIEMBRE,ATALAYA,TAHUANIA,1_ANIO,28.0,10618,1348304,0
AMA,2020,NOVIEMBRE,ATALAYA,YURUA,1_ANIO,7.0,2435,1348304,0
AMA,2020,NOVIEMBRE,CORONEL PORTILLO,CALLERIA,1_ANIO,667.0,172052,1348304,211
AMA,2020,NOVIEMBRE,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,56.0,19598,1348304,8
AMA,2020,NOVIEMBRE,CORONEL PORTILLO,IPARIA,1_ANIO,35.0,12350,1348304,14
AMA,2020,NOVIEMBRE,CORONEL PORTILLO,MANANTAY,1_ANIO,145.0,107364,1348304,90
AMA,2020,NOVIEMBRE,CORONEL PORTILLO,MASISEA,1_ANIO,47.0,11961,1348304,39
AMA,2020,NOVIEMBRE,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,30.0,5742,1348304,8
AMA,2020,NOVIEMBRE,CORONEL PORTILLO,YARINACOCHA,1_ANIO,421.0,118666,1348304,123
AMA,2020,NOVIEMBRE,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,11.0,6159,1348304,5
AMA,2020,NOVIEMBRE,PADRE ABAD,CURIMANA,1_ANIO,19.0,10219,1348304,4
AMA,2020,NOVIEMBRE,PADRE ABAD,IRAZOLA,1_ANIO,47.0,12065,1348304,13
AMA,2020,NOVIEMBRE,PADRE ABAD,NESHUYA,1_ANIO,27.0,10501,1348304,17
AMA,2020,NOVIEMBRE,PADRE ABAD,PADRE ABAD,1_ANIO,111.0,38100,1348304,35
AMA,2020,NOVIEMBRE,PURUS,PURUS,1_ANIO,17.0,3284,1348304,11
AMA,2020,OCTUBRE,ATALAYA,RAIMONDI,1_ANIO,124.0,39732,858754,114
AMA,2020,OCTUBRE,ATALAYA,SEPAHUA,1_ANIO,17.0,8264,858754,43
AMA,2020,OCTUBRE,ATALAYA,TAHUANIA,1_ANIO,28.0,10618,858754,3
AMA,2020,OCTUBRE,ATALAYA,YURUA,1_ANIO,6.0,2435,858754,5
AMA,2020,OCTUBRE,CORONEL PORTILLO,CALLERIA,1_ANIO,678.0,172052,858754,169
AMA,2020,OCTUBRE,CORONEL PORTILLO,CAMPOVERDE,1_ANIO,55.0,19598,858754,35
AMA,2020,OCTUBRE,CORONEL PORTILLO,IPARIA,1_ANIO,35.0,12350,858754,18
AMA,2020,OCTUBRE,CORONEL PORTILLO,MANANTAY,1_ANIO,143.0,107364,858754,117
AMA,2020,OCTUBRE,CORONEL PORTILLO,MASISEA,1_ANIO,46.0,11961,858754,35
AMA,2020,OCTUBRE,CORONEL PORTILLO,NUEVA REQUENA,1_ANIO,30.0,5742,858754,27
AMA,2020,OCTUBRE,CORONEL PORTILLO,YARINACOCHA,1_ANIO,422.0,118666,858754,86
AMA,2020,OCTUBRE,PADRE ABAD,ALEXANDER VON HUMBOLDT,1_ANIO,11.0,6159,858754,3
AMA,2020,OCTUBRE,PADRE ABAD,CURIMANA,1_ANIO,19.0,10219,858754,8
AMA,2020,OCTUBRE,PADRE ABAD,IRAZOLA,1_ANIO,47.0,12065,858754,7
AMA,2020,OCTUBRE,PADRE ABAD,NESHUYA,1_ANIO,27.0,10501,858754,16
