VACUNA,ANIO,MES,PROVINCIA,RANGO_EDAD,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO,CANTIDAD,UBIGEO,ALFABETISMO,AGUA_POTABLE,DEMORA_CITA_horas,DEMORA_TRASLADO_horas
HVB,2019,MAYO,CORONEL PORTILLO,RN,881,5690,1030125,653,250100,0.24,0.439,39.428,0.273
HVB,2019,MAYO,PADRE ABAD,RN,52,6037,1030125,33,250300,0.212,0.27,1.58,0.291
HVB,2019,NOVIEMBRE,CORONEL PORTILLO,RN,886,5690,1813790,629,250100,0.26,0.31,14.911,0.287
HVB,2019,NOVIEMBRE,PADRE ABAD,RN,50,6037,1813790,29,250300,0.091,0.5,1.278,0.133
HVB,2019,OCTUBRE,CORONEL PORTILLO,RN,932,5690,619318,639,250100,0.19,0.5,22.11,0.262
HVB,2019,OCTUBRE,PADRE ABAD,RN,54,6037,619318,24,250300,0.296,0.176,0.331,0.232
HVB,2019,SETIEMBRE,CORONEL PORTILLO,RN,892,5690,85800,621,250100,0.118,0.488,50.979,0.239
HVB,2019,SETIEMBRE,PADRE ABAD,RN,51,6037,85800,32,250300,0.154,0.5,0.528,0.133
HVB,2020,ABRIL,ATALAYA,RN,136,2435,815151,42,250200,0.314,0.75,0.0,0.0
HVB,2020,ABRIL,CORONEL PORTILLO,RN,1248,5742,815151,212,250100,0.278,0.348,0.0,0.0
HVB,2020,ABRIL,PADRE ABAD,RN,178,6159,815151,80,250300,0.336,0.115,0.0,0.0
HVB,2020,ABRIL,PURUS,RN,18,3284,815151,3,250400,0.0,0.0,0.0,0.0
HVB,2020,AGOSTO,ATALAYA,RN,146,2435,725676,59,250200,0.615,0.0,0.0,0.0
HVB,2020,AGOSTO,CORONEL PORTILLO,RN,1379,5742,725676,295,250100,0.287,0.25,0.0,0.0
HVB,2020,AGOSTO,PADRE ABAD,RN,209,6159,725676,65,250300,0.416,0.163,0.0,0.0
HVB,2020,AGOSTO,PURUS,RN,17,3284,725676,3,250400,0.636,0.0,0.0,0.0
HVB,2020,DICIEMBRE,ATALAYA,RN,172,2435,161316,46,250200,0.25,0.0,0.117,0.389
HVB,2020,DICIEMBRE,CORONEL PORTILLO,RN,1423,5742,161316,262,250100,0.173,0.577,1.657,0.349
HVB,2020,DICIEMBRE,PADRE ABAD,RN,218,6159,161316,57,250300,0.306,0.381,0.631,0.124
HVB,2020,DICIEMBRE,PURUS,RN,17,3284,161316,0,250400,0.0,0.0,0.0,0.0
HVB,2020,ENERO,ATALAYA,RN,129,2435,777891,46,250200,0.13,0.556,0.56,0.06
HVB,2020,ENERO,CORONEL PORTILLO,RN,1239,5742,777891,141,250100,0.143,0.411,7.049,0.269
HVB,2020,ENERO,PADRE ABAD,RN,183,6159,777891,76,250300,0.277,0.302,2.883,0.29
HVB,2020,ENERO,PURUS,RN,17,3284,777891,3,250400,0.0,0.0,0.0,0.0
HVB,2020,FEBRERO,ATALAYA,RN,130,2435,761802,38,250200,0.128,0.444,0.41,0.153
HVB,2020,FEBRERO,CORONEL PORTILLO,RN,1248,5742,761802,140,250100,0.176,0.516,23.346,0.212
HVB,2020,FEBRERO,PADRE ABAD,RN,185,6159,761802,54,250300,0.378,0.179,0.635,0.181
HVB,2020,FEBRERO,PURUS,RN,17,3284,761802,4,250400,0.31,0.0,0.125,0.083
HVB,2020,JULIO,ATALAYA,RN,129,2435,804264,21,250200,0.385,0.333,0.0,0.0
HVB,2020,JULIO,CORONEL PORTILLO,RN,1239,5742,804264,237,250100,0.295,0.294,0.0,0.0
HVB,2020,JULIO,PADRE ABAD,RN,183,6159,804264,77,250300,0.542,0.125,0.0,0.0
HVB,2020,JULIO,PURUS,RN,17,3284,804264,5,250400,0.0,0.0,0.0,0.0
HVB,2020,JUNIO,ATALAYA,RN,135,2435,718822,31,250200,0.619,0.111,0.0,0.0
HVB,2020,JUNIO,CORONEL PORTILLO,RN,1296,5742,718822,173,250100,0.323,0.242,0.0,0.0
HVB,2020,JUNIO,PADRE ABAD,RN,195,6159,718822,43,250300,0.506,0.095,0.0,0.0
HVB,2020,JUNIO,PURUS,RN,17,3284,718822,0,250400,0.0,0.0,0.0,0.0
HVB,2020,MARZO,ATALAYA,RN,131,2435,751336,28,250200,0.143,0.207,6.988,0.119
HVB,2020,MARZO,CORONEL PORTILLO,RN,1256,5742,751336,123,250100,0.27,0.342,2.805,0.371
HVB,2020,MARZO,PADRE ABAD,RN,184,6159,751336,74,250300,0.262,0.222,0.583,1.677
HVB,2020,MARZO,PURUS,RN,17,3284,751336,1,250400,0.0,0.0,0.0,0.0
HVB,2020,MAYO,ATALAYA,RN,132,2435,710703,42,250200,0.552,0.0,0.0,0.0
HVB,2020,MAYO,CORONEL PORTILLO,RN,1295,5742,710703,160,250100,0.338,0.431,0.0,0.0
HVB,2020,MAYO,PADRE ABAD,RN,191,6159,710703,99,250300,0.593,0.105,0.0,0.0
HVB,2020,MAYO,PURUS,RN,18,3284,710703,0,250400,0.0,0.0,0.0,0.0
HVB,2020,NOVIEMBRE,ATALAYA,RN,172,2435,1348304,58,250200,0.286,0.152,0.218,0.152
HVB,2020,NOVIEMBRE,CORONEL PORTILLO,RN,1401,5742,1348304,237,250100,0.208,0.384,0.903,0.619
HVB,2020,NOVIEMBRE,PADRE ABAD,RN,215,6159,1348304,72,250300,0.091,0.275,0.0,0.0
HVB,2020,NOVIEMBRE,PURUS,RN,17,3284,1348304,1,250400,0.0,0.0,0.0,0.0
HVB,2020,OCTUBRE,ATALAYA,RN,175,2435,858754,55,250200,0.302,0.0,0.506,0.094
HVB,2020,OCTUBRE,CORONEL PORTILLO,RN,1409,5742,858754,298,250100,0.173,0.471,6.635,0.26
HVB,2020,OCTUBRE,PADRE ABAD,RN,229,6159,858754,69,250300,0.358,0.275,0.193,0.689
HVB,2020,OCTUBRE,PURUS,RN,17,3284,858754,3,250400,0.0,0.0,0.0,0.0
HVB,2020,SETIEMBRE,ATALAYA,RN,146,2435,749638,34,250200,0.352,0.107,0.26,0.315
HVB,2020,SETIEMBRE,CORONEL PORTILLO,RN,1379,5742,749638,277,250100,0.148,0.47,14.216,0.433
HVB,2020,SETIEMBRE,PADRE ABAD,RN,209,6159,749638,76,250300,0.318,0.5,41.0,0.861
HVB,2020,SETIEMBRE,PURUS,RN,17,3284,749638,0,250400,0.0,0.0,0.0,0.0
HVB,2021,ABRIL,ATALAYA,RN,166,2501,268268,65,250200,0.129,0.0,0.25,0.083
HVB,2021,ABRIL,CORONEL PORTILLO,RN,1481,5794,268268,302,250100,0.203,0.354,29.008,0.175
HVB,2021,ABRIL,PADRE ABAD,RN,248,6272,268268,133,250300,0.25,0.0,0.222,1.139
HVB,2021,ABRIL,PURUS,RN,19,3284,268268,0,250400,0.0,0.0,0.0,0.0
HVB,2021,AGOSTO,ATALAYA,RN,179,2501,629819,38,250200,0.198,0.167,2.968,1.052
HVB,2021,AGOSTO,CORONEL PORTILLO,RN,1500,5794,629819,199,250100,0.192,0.302,8.156,0.236
HVB,2021,AGOSTO,PADRE ABAD,RN,239,6272,629819,93,250300,0.317,0.067,0.167,0.125
HVB,2021,AGOSTO,PURUS,RN,19,3284,629819,1,250400,0.0,0.0,0.0,0.0
HVB,2021,DICIEMBRE,ATALAYA,RN,194,2501,486866,24,250200,0.303,0.067,0.292,0.083
HVB,2021,DICIEMBRE,CORONEL PORTILLO,RN,1512,5794,486866,121,250100,0.166,0.458,10.208,0.283
HVB,2021,DICIEMBRE,PADRE ABAD,RN,244,6272,486866,84,250300,0.3,0.419,0.306,0.217
HVB,2021,DICIEMBRE,PURUS,RN,21,3284,486866,4,250400,0.0,0.0,0.0,0.0
HVB,2021,ENERO,ATALAYA,RN,182,2501,822309,51,250200,0.35,0.0,0.167,0.333
HVB,2021,ENERO,CORONEL PORTILLO,RN,1425,5794,822309,240,250100,0.167,0.413,4.208,0.158
HVB,2021,ENERO,PADRE ABAD,RN,205,6272,822309,89,250300,0.28,0.185,0.167,0.083
HVB,2021,ENERO,PURUS,RN,18,3284,822309,4,250400,0.0,0.0,0.0,0.0
HVB,2021,FEBRERO,ATALAYA,RN,166,2501,677118,49,250200,0.167,0.0,0.0,0.0
HVB,2021,FEBRERO,CORONEL PORTILLO,RN,1427,5794,677118,250,250100,0.168,0.193,0.454,0.652
HVB,2021,FEBRERO,PADRE ABAD,RN,217,6272,677118,97,250300,0.256,0.345,0.303,0.909
HVB,2021,FEBRERO,PURUS,RN,19,3284,677118,2,250400,0.0,0.0,0.0,0.0
HVB,2021,JULIO,ATALAYA,RN,172,2501,647735,43,250200,0.342,0.0,0.75,0.167
HVB,2021,JULIO,CORONEL PORTILLO,RN,1482,5794,647735,246,250100,0.228,0.34,5.031,0.336
HVB,2021,JULIO,PADRE ABAD,RN,228,6272,647735,77,250300,0.259,0.857,0.278,0.222
HVB,2021,JULIO,PURUS,RN,19,3284,647735,2,250400,0.0,0.0,0.0,0.0
HVB,2021,JUNIO,ATALAYA,RN,172,2501,696098,56,250200,0.208,0.059,0.375,1.75
HVB,2021,JUNIO,CORONEL PORTILLO,RN,1481,5794,696098,261,250100,0.154,0.635,2.536,0.219
HVB,2021,JUNIO,PADRE ABAD,RN,226,6272,696098,101,250300,0.25,0.5,0.444,0.261
HVB,2021,JUNIO,PURUS,RN,19,3284,696098,5,250400,0.0,0.0,0.0,0.0
HVB,2021,MARZO,ATALAYA,RN,154,2501,1269741,77,250200,0.333,0.412,0.833,2.028
HVB,2021,MARZO,CORONEL PORTILLO,RN,1451,5794,1269741,335,250100,0.19,0.406,0.272,0.231
HVB,2021,MARZO,PADRE ABAD,RN,219,6272,1269741,106,250300,0.307,0.0,0.229,0.875
HVB,2021,MARZO,PURUS,RN,19,3284,1269741,2,250400,0.0,0.0,0.0,0.0
HVB,2021,MAYO,ATALAYA,RN,167,2501,694026,66,250200,0.31,0.0,0.083,0.083
HVB,2021,MAYO,CORONEL PORTILLO,RN,1482,5794,694026,188,250100,0.218,0.405,0.591,0.428
HVB,2021,MAYO,PADRE ABAD,RN,220,6272,694026,101,250300,0.188,0.385,0.292,0.104
HVB,2021,MAYO,PURUS,RN,19,3284,694026,1,250400,0.0,0.0,0.0,0.0
HVB,2021,NOVIEMBRE,ATALAYA,RN,192,2501,811749,62,250200,0.233,0.0,0.167,1.571
HVB,2021,NOVIEMBRE,CORONEL PORTILLO,RN,1506,5794,811749,169,250100,0.162,0.42,31.663,2.165
HVB,2021,NOVIEMBRE,PADRE ABAD,RN,241,6272,811749,82,250300,0.235,0.231,0.167,0.083
HVB,2021,NOVIEMBRE,PURUS,RN,22,3284,811749,3,250400,0.0,0.0,0.0,0.0
HVB,2021,OCTUBRE,ATALAYA,RN,186,2501,612818,29,250200,0.393,0.0,0.167,0.167
HVB,2021,OCTUBRE,CORONEL PORTILLO,RN,1449,5794,612818,166,250100,0.15,0.37,10.899,0.121
HVB,2021,OCTUBRE,PADRE ABAD,RN,240,6272,612818,84,250300,0.467,0.583,0.128,1.378
HVB,2021,OCTUBRE,PURUS,RN,19,3284,612818,3,250400,0.0,0.0,0.0,0.0
HVB,2021,SETIEMBRE,ATALAYA,RN,178,2501,681661,61,250200,0.278,0.0,0.0,0.0
HVB,2021,SETIEMBRE,CORONEL PORTILLO,RN,1488,5794,681661,240,250100,0.203,0.517,0.721,0.225
HVB,2021,SETIEMBRE,PADRE ABAD,RN,237,6272,681661,75,250300,0.247,0.281,0.442,0.331
HVB,2021,SETIEMBRE,PURUS,RN,19,3284,681661,0,250400,0.0,0.0,0.0,0.0
HVB,2022,ABRIL,ATALAYA,RN,194,2564,748576,66,250200,0.224,0.071,0.427,0.365
HVB,2022,ABRIL,CORONEL PORTILLO,RN,1604,5843,748576,700,250100,0.167,0.32,36.006,0.343
HVB,2022,ABRIL,PADRE ABAD,RN,244,6380,748576,93,250300,0.1,0.25,0.167,1.0
HVB,2022,ABRIL,PURUS,RN,22,3270,748576,3,250400,0.0,0.0,0.0,0.0
HVB,2022,AGOSTO,ATALAYA,RN,177,2564,779177,55,250200,0.198,0.387,0.0,0.0
HVB,2022,AGOSTO,CORONEL PORTILLO,RN,1507,5843,779177,659,250100,0.148,0.39,18.837,0.177
HVB,2022,AGOSTO,PADRE ABAD,RN,239,6380,779177,56,250300,0.277,0.425,0.226,0.19
HVB,2022,AGOSTO,PURUS,RN,21,3270,779177,1,250400,0.0,0.0,0.0,0.0
HVB,2022,DICIEMBRE,ATALAYA,RN,222,2564,996898,49,250200,0.196,0.0,0.438,0.25
HVB,2022,DICIEMBRE,CORONEL PORTILLO,RN,1698,5843,996898,674,250100,0.183,0.474,54.153,0.195
HVB,2022,DICIEMBRE,PADRE ABAD,RN,284,6380,996898,69,250300,0.24,0.0,0.352,0.104
HVB,2022,DICIEMBRE,PURUS,RN,25,3270,996898,1,250400,0.0,0.0,0.0,0.0
HVB,2022,ENERO,ATALAYA,RN,198,2564,684081,54,250200,0.255,0.0,0.392,5.008
HVB,2022,ENERO,CORONEL PORTILLO,RN,1527,5843,684081,798,250100,0.14,0.244,61.612,0.21
HVB,2022,ENERO,PADRE ABAD,RN,245,6380,684081,92,250300,0.318,0.5,0.25,0.139
HVB,2022,ENERO,PURUS,RN,20,3270,684081,4,250400,0.0,0.0,0.0,0.0
HVB,2022,FEBRERO,ATALAYA,RN,183,2564,910655,68,250200,0.167,0.124,0.0,0.0
HVB,2022,FEBRERO,CORONEL PORTILLO,RN,1576,5843,910655,663,250100,0.135,0.267,0.47,1.187
HVB,2022,FEBRERO,PADRE ABAD,RN,234,6380,910655,87,250300,0.216,0.143,0.3,0.717
HVB,2022,FEBRERO,PURUS,RN,21,3270,910655,3,250400,0.0,0.0,0.0,0.0
HVB,2022,JULIO,ATALAYA,RN,217,2564,1104057,56,250200,0.214,0.387,0.861,0.556
HVB,2022,JULIO,CORONEL PORTILLO,RN,1554,5843,1104057,673,250100,0.19,0.299,12.455,0.231
HVB,2022,JULIO,PADRE ABAD,RN,257,6380,1104057,128,250300,0.15,0.333,0.562,0.054
HVB,2022,JULIO,PURUS,RN,21,3270,1104057,4,250400,0.0,0.0,0.0,0.0
HVB,2022,JUNIO,ATALAYA,RN,209,2564,709615,54,250200,0.25,0.294,0.926,0.38
HVB,2022,JUNIO,CORONEL PORTILLO,RN,1558,5843,709615,694,250100,0.168,0.435,1.494,0.237
HVB,2022,JUNIO,PADRE ABAD,RN,250,6380,709615,68,250300,0.2,0.667,0.0,0.0
HVB,2022,JUNIO,PURUS,RN,21,3270,709615,3,250400,0.0,0.0,0.0,0.0
HVB,2022,MARZO,ATALAYA,RN,186,2564,784465,81,250200,0.135,0.294,0.25,1.25
HVB,2022,MARZO,CORONEL PORTILLO,RN,1603,5843,784465,719,250100,0.146,0.544,34.479,0.24
HVB,2022,MARZO,PADRE ABAD,RN,238,6380,784465,92,250300,0.205,0.0,0.111,0.222
HVB,2022,MARZO,PURUS,RN,21,3270,784465,4,250400,0.0,0.0,0.0,0.0
HVB,2022,MAYO,ATALAYA,RN,195,2564,760212,54,250200,0.291,0.074,0.55,0.55
HVB,2022,MAYO,CORONEL PORTILLO,RN,1565,5843,760212,693,250100,0.223,0.141,2.559,0.379
HVB,2022,MAYO,PADRE ABAD,RN,254,6380,760212,72,250300,0.236,0.163,27.777,0.625
HVB,2022,MAYO,PURUS,RN,24,3270,760212,4,250400,0.0,0.0,0.0,0.0
HVB,2022,NOVIEMBRE,ATALAYA,RN,222,2564,677800,91,250200,0.233,0.053,0.0,0.0
HVB,2022,NOVIEMBRE,CORONEL PORTILLO,RN,1698,5843,677800,759,250100,0.195,0.202,62.816,0.27
HVB,2022,NOVIEMBRE,PADRE ABAD,RN,284,6380,677800,82,250300,0.265,0.188,1.815,0.215
HVB,2022,NOVIEMBRE,PURUS,RN,25,3270,677800,1,250400,0.0,0.0,0.0,0.0
HVB,2022,OCTUBRE,ATALAYA,RN,222,2564,541898,87,250200,0.351,0.053,1.667,1.667
HVB,2022,OCTUBRE,CORONEL PORTILLO,RN,1698,5843,541898,623,250100,0.188,0.575,14.481,0.13
HVB,2022,OCTUBRE,PADRE ABAD,RN,284,6380,541898,74,250300,0.174,0.261,0.465,0.396
HVB,2022,OCTUBRE,PURUS,RN,25,3270,541898,2,250400,0.0,0.0,0.0,0.0
HVB,2022,SETIEMBRE,ATALAYA,RN,202,2564,694132,82,250200,0.236,0.5,4.841,0.197
HVB,2022,SETIEMBRE,CORONEL PORTILLO,RN,1556,5843,694132,628,250100,0.124,0.343,14.974,0.547
HVB,2022,SETIEMBRE,PADRE ABAD,RN,258,6380,694132,74,250300,0.395,0.267,0.281,0.233
HVB,2022,SETIEMBRE,PURUS,RN,21,3270,694132,1,250400,0.0,0.0,0.0,0.0
INFLUENZA,2019,ABRIL,CORONEL PORTILLO,2_ANIOS,1864,5690,998497,36,250100,0.233,0.527,1.254,0.251
INFLUENZA,2019,ABRIL,PADRE ABAD,2_ANIOS,108,6037,998497,17,250300,0.056,0.667,0.5,0.375
INFLUENZA,2019,AGOSTO,CORONEL PORTILLO,2_ANIOS,1768,5690,3650033,129,250100,0.161,0.292,6.27,0.216
INFLUENZA,2019,AGOSTO,PADRE ABAD,2_ANIOS,98,6037,3650033,47,250300,0.219,0.667,0.31,0.119
INFLUENZA,2019,DICIEMBRE,CORONEL PORTILLO,2_ANIOS,1774,5690,1953340,101,250100,0.186,0.537,38.927,0.23
INFLUENZA,2019,DICIEMBRE,PADRE ABAD,2_ANIOS,100,6037,1953340,11,250300,0.208,0.333,0.42,0.193
INFLUENZA,2019,ENERO,CORONEL PORTILLO,2_ANIOS,1756,5690,924269,18,250100,0.134,0.579,1.463,0.288
INFLUENZA,2019,ENERO,PADRE ABAD,2_ANIOS,92,6037,924269,0,250300,0.263,0.145,0.311,0.25
INFLUENZA,2019,FEBRERO,CORONEL PORTILLO,2_ANIOS,1650,5690,1000320,11,250100,0.139,0.212,13.657,0.247
INFLUENZA,2019,FEBRERO,PADRE ABAD,2_ANIOS,92,6037,1000320,1,250300,0.254,0.0,0.288,0.053
INFLUENZA,2019,JULIO,CORONEL PORTILLO,2_ANIOS,1864,5690,1352080,120,250100,0.19,0.433,29.353,0.341
INFLUENZA,2019,JULIO,PADRE ABAD,2_ANIOS,108,6037,1352080,18,250300,0.394,0.304,0.167,0.083
INFLUENZA,2019,JUNIO,CORONEL PORTILLO,2_ANIOS,1778,5690,1235133,94,250100,0.229,0.376,3.274,0.161
INFLUENZA,2019,JUNIO,PADRE ABAD,2_ANIOS,96,6037,1235133,12,250300,0.143,0.5,0.905,0.274
INFLUENZA,2019,MARZO,CORONEL PORTILLO,2_ANIOS,1864,5690,1003216,6,250100,0.222,0.214,5.727,0.415
INFLUENZA,2019,MARZO,PADRE ABAD,2_ANIOS,108,6037,1003216,5,250300,0.364,0.056,0.358,0.762
INFLUENZA,2019,MAYO,CORONEL PORTILLO,2_ANIOS,1762,5690,1030125,182,250100,0.24,0.439,39.428,0.273
INFLUENZA,2019,MAYO,PADRE ABAD,2_ANIOS,104,6037,1030125,27,250300,0.212,0.27,1.58,0.291
INFLUENZA,2019,NOVIEMBRE,CORONEL PORTILLO,2_ANIOS,1772,5690,1813790,124,250100,0.26,0.31,14.911,0.287
INFLUENZA,2019,NOVIEMBRE,PADRE ABAD,2_ANIOS,100,6037,1813790,22,250300,0.091,0.5,1.278,0.133
INFLUENZA,2019,OCTUBRE,CORONEL PORTILLO,2_ANIOS,1864,5690,619318,700,250100,0.19,0.5,22.11,0.262
INFLUENZA,2019,OCTUBRE,PADRE ABAD,2_ANIOS,108,6037,619318,57,250300,0.296,0.176,0.331,0.232
INFLUENZA,2019,SETIEMBRE,CORONEL PORTILLO,2_ANIOS,1784,5690,85800,659,250100,0.118,0.488,50.979,0.239
INFLUENZA,2019,SETIEMBRE,PADRE ABAD,2_ANIOS,102,6037,85800,62,250300,0.154,0.5,0.528,0.133
INFLUENZA,2020,ABRIL,ATALAYA,2_ANIOS,272,2435,815151,8,250200,0.314,0.75,0.0,0.0
INFLUENZA,2020,ABRIL,CORONEL PORTILLO,2_ANIOS,2496,5742,815151,7,250100,0.278,0.348,0.0,0.0
INFLUENZA,2020,ABRIL,PADRE ABAD,2_ANIOS,356,6159,815151,1,250300,0.336,0.115,0.0,0.0
INFLUENZA,2020,ABRIL,PURUS,2_ANIOS,36,3284,815151,0,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,AGOSTO,ATALAYA,2_ANIOS,292,2435,725676,122,250200,0.615,0.0,0.0,0.0
INFLUENZA,2020,AGOSTO,CORONEL PORTILLO,2_ANIOS,2758,5742,725676,513,250100,0.287,0.25,0.0,0.0
INFLUENZA,2020,AGOSTO,PADRE ABAD,2_ANIOS,418,6159,725676,66,250300,0.416,0.163,0.0,0.0
INFLUENZA,2020,AGOSTO,PURUS,2_ANIOS,34,3284,725676,5,250400,0.636,0.0,0.0,0.0
INFLUENZA,2020,DICIEMBRE,ATALAYA,2_ANIOS,344,2435,161316,67,250200,0.25,0.0,0.117,0.389
INFLUENZA,2020,DICIEMBRE,CORONEL PORTILLO,2_ANIOS,2846,5742,161316,431,250100,0.173,0.577,1.657,0.349
INFLUENZA,2020,DICIEMBRE,PADRE ABAD,2_ANIOS,436,6159,161316,68,250300,0.306,0.381,0.631,0.124
INFLUENZA,2020,DICIEMBRE,PURUS,2_ANIOS,34,3284,161316,3,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,ENERO,ATALAYA,2_ANIOS,258,2435,777891,72,250200,0.13,0.556,0.56,0.06
INFLUENZA,2020,ENERO,CORONEL PORTILLO,2_ANIOS,2478,5742,777891,284,250100,0.143,0.411,7.049,0.269
INFLUENZA,2020,ENERO,PADRE ABAD,2_ANIOS,366,6159,777891,31,250300,0.277,0.302,2.883,0.29
INFLUENZA,2020,ENERO,PURUS,2_ANIOS,34,3284,777891,1,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,FEBRERO,ATALAYA,2_ANIOS,260,2435,761802,23,250200,0.128,0.444,0.41,0.153
INFLUENZA,2020,FEBRERO,CORONEL PORTILLO,2_ANIOS,2496,5742,761802,220,250100,0.176,0.516,23.346,0.212
INFLUENZA,2020,FEBRERO,PADRE ABAD,2_ANIOS,370,6159,761802,30,250300,0.378,0.179,0.635,0.181
INFLUENZA,2020,FEBRERO,PURUS,2_ANIOS,34,3284,761802,14,250400,0.31,0.0,0.125,0.083
INFLUENZA,2020,JULIO,ATALAYA,2_ANIOS,258,2435,804264,5,250200,0.385,0.333,0.0,0.0
INFLUENZA,2020,JULIO,CORONEL PORTILLO,2_ANIOS,2478,5742,804264,401,250100,0.295,0.294,0.0,0.0
INFLUENZA,2020,JULIO,PADRE ABAD,2_ANIOS,366,6159,804264,67,250300,0.542,0.125,0.0,0.0
INFLUENZA,2020,JULIO,PURUS,2_ANIOS,34,3284,804264,2,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,JUNIO,ATALAYA,2_ANIOS,270,2435,718822,6,250200,0.619,0.111,0.0,0.0
INFLUENZA,2020,JUNIO,CORONEL PORTILLO,2_ANIOS,2592,5742,718822,110,250100,0.323,0.242,0.0,0.0
INFLUENZA,2020,JUNIO,PADRE ABAD,2_ANIOS,390,6159,718822,65,250300,0.506,0.095,0.0,0.0
INFLUENZA,2020,JUNIO,PURUS,2_ANIOS,34,3284,718822,35,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,MARZO,ATALAYA,2_ANIOS,262,2435,751336,132,250200,0.143,0.207,6.988,0.119
INFLUENZA,2020,MARZO,CORONEL PORTILLO,2_ANIOS,2512,5742,751336,167,250100,0.27,0.342,2.805,0.371
INFLUENZA,2020,MARZO,PADRE ABAD,2_ANIOS,368,6159,751336,13,250300,0.262,0.222,0.583,1.677
INFLUENZA,2020,MARZO,PURUS,2_ANIOS,34,3284,751336,4,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,MAYO,ATALAYA,2_ANIOS,264,2435,710703,1,250200,0.552,0.0,0.0,0.0
INFLUENZA,2020,MAYO,CORONEL PORTILLO,2_ANIOS,2590,5742,710703,39,250100,0.338,0.431,0.0,0.0
INFLUENZA,2020,MAYO,PADRE ABAD,2_ANIOS,382,6159,710703,22,250300,0.593,0.105,0.0,0.0
INFLUENZA,2020,MAYO,PURUS,2_ANIOS,36,3284,710703,0,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,NOVIEMBRE,ATALAYA,2_ANIOS,344,2435,1348304,265,250200,0.286,0.152,0.218,0.152
INFLUENZA,2020,NOVIEMBRE,CORONEL PORTILLO,2_ANIOS,2802,5742,1348304,1115,250100,0.208,0.384,0.903,0.619
INFLUENZA,2020,NOVIEMBRE,PADRE ABAD,2_ANIOS,430,6159,1348304,167,250300,0.091,0.275,0.0,0.0
INFLUENZA,2020,NOVIEMBRE,PURUS,2_ANIOS,34,3284,1348304,5,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,OCTUBRE,ATALAYA,2_ANIOS,350,2435,858754,297,250200,0.302,0.0,0.506,0.094
INFLUENZA,2020,OCTUBRE,CORONEL PORTILLO,2_ANIOS,2818,5742,858754,1237,250100,0.173,0.471,6.635,0.26
INFLUENZA,2020,OCTUBRE,PADRE ABAD,2_ANIOS,458,6159,858754,175,250300,0.358,0.275,0.193,0.689
INFLUENZA,2020,OCTUBRE,PURUS,2_ANIOS,34,3284,858754,9,250400,0.0,0.0,0.0,0.0
INFLUENZA,2020,SETIEMBRE,ATALAYA,2_ANIOS,292,2435,749638,130,250200,0.352,0.107,0.26,0.315
INFLUENZA,2020,SETIEMBRE,CORONEL PORTILLO,2_ANIOS,2758,5742,749638,1430,250100,0.148,0.47,14.216,0.433
INFLUENZA,2020,SETIEMBRE,PADRE ABAD,2_ANIOS,418,6159,749638,165,250300,0.318,0.5,41.0,0.861
INFLUENZA,2020,SETIEMBRE,PURUS,2_ANIOS,34,3284,749638,0,250400,0.0,0.0,0.0,0.0
INFLUENZA,2021,ABRIL,ATALAYA,2_ANIOS,332,2501,268268,14,250200,0.129,0.0,0.25,0.083
INFLUENZA,2021,ABRIL,CORONEL PORTILLO,2_ANIOS,2962,5794,268268,40,250100,0.203,0.354,29.008,0.175
INFLUENZA,2021,ABRIL,PADRE ABAD,2_ANIOS,496,6272,268268,10,250300,0.25,0.0,0.222,1.139
INFLUENZA,2021,ABRIL,PURUS,2_ANIOS,38,3284,268268,0,250400,0.0,0.0,0.0,0.0
INFLUENZA,2021,AGOSTO,ATALAYA,2_ANIOS,358,2501,629819,91,250200,0.198,0.167,2.968,1.052
INFLUENZA,2021,AGOSTO,CORONEL PORTILLO,2_ANIOS,3000,5794,629819,392,250100,0.192,0.302,8.156,0.236
INFLUENZA,2021,AGOSTO,PADRE ABAD,2_ANIOS,478,6272,629819,77,250300,0.317,0.067,0.167,0.125
INFLUENZA,2021,AGOSTO,PURUS,2_ANIOS,38,3284,629819,3,250400,0.0,0.0,0.0,0.0
INFLUENZA,2021,DICIEMBRE,ATALAYA,2_ANIOS,388,2501,486866,16,250200,0.303,0.067,0.292,0.083
INFLUENZA,2021,DICIEMBRE,CORONEL PORTILLO,2_ANIOS,3024,5794,486866,434,250100,0.166,0.458,10.208,0.283
INFLUENZA,2021,DICIEMBRE,PADRE ABAD,2_ANIOS,488,6272,486866,98,250300,0.3,0.419,0.306,0.217
INFLUENZA,2021,DICIEMBRE,PURUS,2_ANIOS,42,3284,486866,3,250400,0.0,0.0,0.0,0.0
INFLUENZA,2021,ENERO,ATALAYA,2_ANIOS,364,2501,822309,18,250200,0.35,0.0,0.167,0.333
INFLUENZA,2021,ENERO,CORONEL PORTILLO,2_ANIOS,2850,5794,822309,257,250100,0.167,0.413,4.208,0.158
