VACUNA,ANIO,MES,PROVINCIA,RANGO_EDAD,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO,CANTIDAD,UBIGEO,ALFABETISMO,AGUA_POTABLE,DEMORA_CITA_horas,DEMORA_TRASLADO_horas
APO_REF,2020,MARZO,PADRE ABAD,1_ANIO,184,6159,751336,49,250300,0.262,0.222,0.583,1.677
APO_REF,2020,MARZO,PURUS,1_ANIO,17,3284,751336,5,250400,0.0,0.0,0.0,0.0
APO_REF,2020,MAYO,ATALAYA,1_ANIO,132,2435,710703,16,250200,0.552,0.0,0.0,0.0
APO_REF,2020,MAYO,CORONEL PORTILLO,1_ANIO,1295,5742,710703,20,250100,0.338,0.431,0.0,0.0
APO_REF,2020,MAYO,PADRE ABAD,1_ANIO,191,6159,710703,12,250300,0.593,0.105,0.0,0.0
APO_REF,2020,MAYO,PURUS,1_ANIO,18,3284,710703,2,250400,0.0,0.0,0.0,0.0
APO_REF,2020,NOVIEMBRE,ATALAYA,1_ANIO,172,2435,1348304,98,250200,0.286,0.152,0.218,0.152
APO_REF,2020,NOVIEMBRE,CORONEL PORTILLO,1_ANIO,1401,5742,1348304,461,250100,0.208,0.384,0.903,0.619
APO_REF,2020,NOVIEMBRE,PADRE ABAD,1_ANIO,215,6159,1348304,80,250300,0.091,0.275,0.0,0.0
APO_REF,2020,NOVIEMBRE,PURUS,1_ANIO,17,3284,1348304,2,250400,0.0,0.0,0.0,0.0
APO_REF,2020,OCTUBRE,ATALAYA,1_ANIO,175,2435,858754,93,250200,0.302,0.0,0.506,0.094
APO_REF,2020,OCTUBRE,CORONEL PORTILLO,1_ANIO,1409,5742,858754,415,250100,0.173,0.471,6.635,0.26
APO_REF,2020,OCTUBRE,PADRE ABAD,1_ANIO,229,6159,858754,71,250300,0.358,0.275,0.193,0.689
APO_REF,2020,OCTUBRE,PURUS,1_ANIO,17,3284,858754,7,250400,0.0,0.0,0.0,0.0
APO_REF,2020,SETIEMBRE,ATALAYA,1_ANIO,146,2435,749638,65,250200,0.352,0.107,0.26,0.315
APO_REF,2020,SETIEMBRE,CORONEL PORTILLO,1_ANIO,1379,5742,749638,505,250100,0.148,0.47,14.216,0.433
APO_REF,2020,SETIEMBRE,PADRE ABAD,1_ANIO,209,6159,749638,75,250300,0.318,0.5,41.0,0.861
APO_REF,2020,SETIEMBRE,PURUS,1_ANIO,17,3284,749638,0,250400,0.0,0.0,0.0,0.0
APO_REF,2021,ABRIL,ATALAYA,1_ANIO,166,2501,268268,50,250200,0.129,0.0,0.25,0.083
APO_REF,2021,ABRIL,CORONEL PORTILLO,1_ANIO,1481,5794,268268,206,250100,0.203,0.354,29.008,0.175
APO_REF,2021,ABRIL,PADRE ABAD,1_ANIO,248,6272,268268,54,250300,0.25,0.0,0.222,1.139
APO_REF,2021,ABRIL,PURUS,1_ANIO,19,3284,268268,1,250400,0.0,0.0,0.0,0.0
APO_REF,2021,AGOSTO,ATALAYA,1_ANIO,179,2501,629819,45,250200,0.198,0.167,2.968,1.052
APO_REF,2021,AGOSTO,CORONEL PORTILLO,1_ANIO,1500,5794,629819,303,250100,0.192,0.302,8.156,0.236
APO_REF,2021,AGOSTO,PADRE ABAD,1_ANIO,239,6272,629819,36,250300,0.317,0.067,0.167,0.125
APO_REF,2021,AGOSTO,PURUS,1_ANIO,19,3284,629819,0,250400,0.0,0.0,0.0,0.0
APO_REF,2021,DICIEMBRE,ATALAYA,1_ANIO,194,2501,486866,18,250200,0.303,0.067,0.292,0.083
APO_REF,2021,DICIEMBRE,CORONEL PORTILLO,1_ANIO,1512,5794,486866,159,250100,0.166,0.458,10.208,0.283
APO_REF,2021,DICIEMBRE,PADRE ABAD,1_ANIO,244,6272,486866,42,250300,0.3,0.419,0.306,0.217
APO_REF,2021,DICIEMBRE,PURUS,1_ANIO,21,3284,486866,3,250400,0.0,0.0,0.0,0.0
APO_REF,2021,ENERO,ATALAYA,1_ANIO,182,2501,822309,24,250200,0.35,0.0,0.167,0.333
APO_REF,2021,ENERO,CORONEL PORTILLO,1_ANIO,1425,5794,822309,248,250100,0.167,0.413,4.208,0.158
APO_REF,2021,ENERO,PADRE ABAD,1_ANIO,205,6272,822309,60,250300,0.28,0.185,0.167,0.083
APO_REF,2021,ENERO,PURUS,1_ANIO,18,3284,822309,1,250400,0.0,0.0,0.0,0.0
APO_REF,2021,FEBRERO,ATALAYA,1_ANIO,166,2501,677118,63,250200,0.167,0.0,0.0,0.0
APO_REF,2021,FEBRERO,CORONEL PORTILLO,1_ANIO,1427,5794,677118,210,250100,0.168,0.193,0.454,0.652
APO_REF,2021,FEBRERO,PADRE ABAD,1_ANIO,217,6272,677118,31,250300,0.256,0.345,0.303,0.909
APO_REF,2021,FEBRERO,PURUS,1_ANIO,19,3284,677118,2,250400,0.0,0.0,0.0,0.0
APO_REF,2021,JULIO,ATALAYA,1_ANIO,172,2501,647735,45,250200,0.342,0.0,0.75,0.167
APO_REF,2021,JULIO,CORONEL PORTILLO,1_ANIO,1482,5794,647735,267,250100,0.228,0.34,5.031,0.336
APO_REF,2021,JULIO,PADRE ABAD,1_ANIO,228,6272,647735,53,250300,0.259,0.857,0.278,0.222
APO_REF,2021,JULIO,PURUS,1_ANIO,19,3284,647735,2,250400,0.0,0.0,0.0,0.0
APO_REF,2021,JUNIO,ATALAYA,1_ANIO,172,2501,696098,54,250200,0.208,0.059,0.375,1.75
APO_REF,2021,JUNIO,CORONEL PORTILLO,1_ANIO,1481,5794,696098,219,250100,0.154,0.635,2.536,0.219
APO_REF,2021,JUNIO,PADRE ABAD,1_ANIO,226,6272,696098,48,250300,0.25,0.5,0.444,0.261
APO_REF,2021,JUNIO,PURUS,1_ANIO,19,3284,696098,4,250400,0.0,0.0,0.0,0.0
APO_REF,2021,MARZO,ATALAYA,1_ANIO,154,2501,1269741,58,250200,0.333,0.412,0.833,2.028
APO_REF,2021,MARZO,CORONEL PORTILLO,1_ANIO,1451,5794,1269741,290,250100,0.19,0.406,0.272,0.231
APO_REF,2021,MARZO,PADRE ABAD,1_ANIO,219,6272,1269741,50,250300,0.307,0.0,0.229,0.875
APO_REF,2021,MARZO,PURUS,1_ANIO,19,3284,1269741,5,250400,0.0,0.0,0.0,0.0
APO_REF,2021,MAYO,ATALAYA,1_ANIO,167,2501,694026,47,250200,0.31,0.0,0.083,0.083
APO_REF,2021,MAYO,CORONEL PORTILLO,1_ANIO,1482,5794,694026,235,250100,0.218,0.405,0.591,0.428
APO_REF,2021,MAYO,PADRE ABAD,1_ANIO,220,6272,694026,50,250300,0.188,0.385,0.292,0.104
APO_REF,2021,MAYO,PURUS,1_ANIO,19,3284,694026,3,250400,0.0,0.0,0.0,0.0
APO_REF,2021,NOVIEMBRE,ATALAYA,1_ANIO,192,2501,811749,34,250200,0.233,0.0,0.167,1.571
APO_REF,2021,NOVIEMBRE,CORONEL PORTILLO,1_ANIO,1506,5794,811749,285,250100,0.162,0.42,31.663,2.165
APO_REF,2021,NOVIEMBRE,PADRE ABAD,1_ANIO,241,6272,811749,50,250300,0.235,0.231,0.167,0.083
APO_REF,2021,NOVIEMBRE,PURUS,1_ANIO,22,3284,811749,4,250400,0.0,0.0,0.0,0.0
APO_REF,2021,OCTUBRE,ATALAYA,1_ANIO,186,2501,612818,16,250200,0.393,0.0,0.167,0.167
APO_REF,2021,OCTUBRE,CORONEL PORTILLO,1_ANIO,1449,5794,612818,193,250100,0.15,0.37,10.899,0.121
APO_REF,2021,OCTUBRE,PADRE ABAD,1_ANIO,240,6272,612818,51,250300,0.467,0.583,0.128,1.378
APO_REF,2021,OCTUBRE,PURUS,1_ANIO,19,3284,612818,1,250400,0.0,0.0,0.0,0.0
APO_REF,2021,SETIEMBRE,ATALAYA,1_ANIO,178,2501,681661,56,250200,0.278,0.0,0.0,0.0
APO_REF,2021,SETIEMBRE,CORONEL PORTILLO,1_ANIO,1488,5794,681661,269,250100,0.203,0.517,0.721,0.225
APO_REF,2021,SETIEMBRE,PADRE ABAD,1_ANIO,237,6272,681661,45,250300,0.247,0.281,0.442,0.331
APO_REF,2021,SETIEMBRE,PURUS,1_ANIO,19,3284,681661,0,250400,0.0,0.0,0.0,0.0
APO_REF,2022,ABRIL,ATALAYA,1_ANIO,194,2564,748576,34,250200,0.224,0.071,0.427,0.365
APO_REF,2022,ABRIL,CORONEL PORTILLO,1_ANIO,1604,5843,748576,248,250100,0.167,0.32,36.006,0.343
APO_REF,2022,ABRIL,PADRE ABAD,1_ANIO,244,6380,748576,51,250300,0.1,0.25,0.167,1.0
APO_REF,2022,ABRIL,PURUS,1_ANIO,22,3270,748576,2,250400,0.0,0.0,0.0,0.0
APO_REF,2022,AGOSTO,ATALAYA,1_ANIO,177,2564,779177,50,250200,0.198,0.387,0.0,0.0
APO_REF,2022,AGOSTO,CORONEL PORTILLO,1_ANIO,1507,5843,779177,311,250100,0.148,0.39,18.837,0.177
APO_REF,2022,AGOSTO,PADRE ABAD,1_ANIO,239,6380,779177,40,250300,0.277,0.425,0.226,0.19
APO_REF,2022,AGOSTO,PURUS,1_ANIO,21,3270,779177,4,250400,0.0,0.0,0.0,0.0
APO_REF,2022,DICIEMBRE,ATALAYA,1_ANIO,222,2564,996898,34,250200,0.196,0.0,0.438,0.25
APO_REF,2022,DICIEMBRE,CORONEL PORTILLO,1_ANIO,1698,5843,996898,247,250100,0.183,0.474,54.153,0.195
APO_REF,2022,DICIEMBRE,PADRE ABAD,1_ANIO,284,6380,996898,38,250300,0.24,0.0,0.352,0.104
APO_REF,2022,DICIEMBRE,PURUS,1_ANIO,25,3270,996898,3,250400,0.0,0.0,0.0,0.0
APO_REF,2022,ENERO,ATALAYA,1_ANIO,198,2564,684081,35,250200,0.255,0.0,0.392,5.008
APO_REF,2022,ENERO,CORONEL PORTILLO,1_ANIO,1527,5843,684081,286,250100,0.14,0.244,61.612,0.21
APO_REF,2022,ENERO,PADRE ABAD,1_ANIO,245,6380,684081,25,250300,0.318,0.5,0.25,0.139
APO_REF,2022,ENERO,PURUS,1_ANIO,20,3270,684081,3,250400,0.0,0.0,0.0,0.0
APO_REF,2022,FEBRERO,ATALAYA,1_ANIO,183,2564,910655,50,250200,0.167,0.124,0.0,0.0
APO_REF,2022,FEBRERO,CORONEL PORTILLO,1_ANIO,1576,5843,910655,305,250100,0.135,0.267,0.47,1.187
APO_REF,2022,FEBRERO,PADRE ABAD,1_ANIO,234,6380,910655,47,250300,0.216,0.143,0.3,0.717
APO_REF,2022,FEBRERO,PURUS,1_ANIO,21,3270,910655,4,250400,0.0,0.0,0.0,0.0
APO_REF,2022,JULIO,ATALAYA,1_ANIO,217,2564,1104057,39,250200,0.214,0.387,0.861,0.556
APO_REF,2022,JULIO,CORONEL PORTILLO,1_ANIO,1554,5843,1104057,234,250100,0.19,0.299,12.455,0.231
APO_REF,2022,JULIO,PADRE ABAD,1_ANIO,257,6380,1104057,41,250300,0.15,0.333,0.562,0.054
APO_REF,2022,JULIO,PURUS,1_ANIO,21,3270,1104057,3,250400,0.0,0.0,0.0,0.0
APO_REF,2022,JUNIO,ATALAYA,1_ANIO,209,2564,709615,40,250200,0.25,0.294,0.926,0.38
APO_REF,2022,JUNIO,CORONEL PORTILLO,1_ANIO,1558,5843,709615,226,250100,0.168,0.435,1.494,0.237
APO_REF,2022,JUNIO,PADRE ABAD,1_ANIO,250,6380,709615,38,250300,0.2,0.667,0.0,0.0
APO_REF,2022,JUNIO,PURUS,1_ANIO,21,3270,709615,5,250400,0.0,0.0,0.0,0.0
APO_REF,2022,MARZO,ATALAYA,1_ANIO,186,2564,784465,54,250200,0.135,0.294,0.25,1.25
APO_REF,2022,MARZO,CORONEL PORTILLO,1_ANIO,1603,5843,784465,316,250100,0.146,0.544,34.479,0.24
APO_REF,2022,MARZO,PADRE ABAD,1_ANIO,238,6380,784465,54,250300,0.205,0.0,0.111,0.222
APO_REF,2022,MARZO,PURUS,1_ANIO,21,3270,784465,7,250400,0.0,0.0,0.0,0.0
APO_REF,2022,MAYO,ATALAYA,1_ANIO,195,2564,760212,35,250200,0.291,0.074,0.55,0.55
APO_REF,2022,MAYO,CORONEL PORTILLO,1_ANIO,1565,5843,760212,265,250100,0.223,0.141,2.559,0.379
APO_REF,2022,MAYO,PADRE ABAD,1_ANIO,254,6380,760212,66,250300,0.236,0.163,27.777,0.625
APO_REF,2022,MAYO,PURUS,1_ANIO,24,3270,760212,2,250400,0.0,0.0,0.0,0.0
APO_REF,2022,NOVIEMBRE,ATALAYA,1_ANIO,222,2564,677800,82,250200,0.233,0.053,0.0,0.0
APO_REF,2022,NOVIEMBRE,CORONEL PORTILLO,1_ANIO,1698,5843,677800,279,250100,0.195,0.202,62.816,0.27
APO_REF,2022,NOVIEMBRE,PADRE ABAD,1_ANIO,284,6380,677800,55,250300,0.265,0.188,1.815,0.215
APO_REF,2022,NOVIEMBRE,PURUS,1_ANIO,25,3270,677800,6,250400,0.0,0.0,0.0,0.0
APO_REF,2022,OCTUBRE,ATALAYA,1_ANIO,222,2564,541898,42,250200,0.351,0.053,1.667,1.667
APO_REF,2022,OCTUBRE,CORONEL PORTILLO,1_ANIO,1698,5843,541898,327,250100,0.188,0.575,14.481,0.13
APO_REF,2022,OCTUBRE,PADRE ABAD,1_ANIO,284,6380,541898,64,250300,0.174,0.261,0.465,0.396
APO_REF,2022,OCTUBRE,PURUS,1_ANIO,25,3270,541898,4,250400,0.0,0.0,0.0,0.0
APO_REF,2022,SETIEMBRE,ATALAYA,1_ANIO,202,2564,694132,48,250200,0.236,0.5,4.841,0.197
APO_REF,2022,SETIEMBRE,CORONEL PORTILLO,1_ANIO,1556,5843,694132,266,250100,0.124,0.343,14.974,0.547
APO_REF,2022,SETIEMBRE,PADRE ABAD,1_ANIO,258,6380,694132,49,250300,0.395,0.267,0.281,0.233
APO_REF,2022,SETIEMBRE,PURUS,1_ANIO,21,3270,694132,1,250400,0.0,0.0,0.0,0.0
APT,2019,ABRIL,CORONEL PORTILLO,1_ANIO,932,5690,998497,184,250100,0.233,0.527,1.254,0.251
APT,2019,ABRIL,PADRE ABAD,1_ANIO,54,6037,998497,33,250300,0.056,0.667,0.5,0.375
APT,2019,AGOSTO,CORONEL PORTILLO,1_ANIO,884,5690,3650033,77,250100,0.161,0.292,6.27,0.216
APT,2019,AGOSTO,PADRE ABAD,1_ANIO,49,6037,3650033,27,250300,0.219,0.667,0.31,0.119
APT,2019,DICIEMBRE,CORONEL PORTILLO,1_ANIO,887,5690,1953340,146,250100,0.186,0.537,38.927,0.23
APT,2019,DICIEMBRE,PADRE ABAD,1_ANIO,50,6037,1953340,25,250300,0.208,0.333,0.42,0.193
APT,2019,ENERO,CORONEL PORTILLO,1_ANIO,878,5690,924269,162,250100,0.134,0.579,1.463,0.288
APT,2019,ENERO,PADRE ABAD,1_ANIO,46,6037,924269,9,250300,0.263,0.145,0.311,0.25
APT,2019,FEBRERO,CORONEL PORTILLO,1_ANIO,825,5690,1000320,152,250100,0.139,0.212,13.657,0.247
APT,2019,FEBRERO,PADRE ABAD,1_ANIO,46,6037,1000320,30,250300,0.254,0.0,0.288,0.053
APT,2019,JULIO,CORONEL PORTILLO,1_ANIO,932,5690,1352080,133,250100,0.19,0.433,29.353,0.341
APT,2019,JULIO,PADRE ABAD,1_ANIO,54,6037,1352080,25,250300,0.394,0.304,0.167,0.083
APT,2019,JUNIO,CORONEL PORTILLO,1_ANIO,889,5690,1235133,161,250100,0.229,0.376,3.274,0.161
APT,2019,JUNIO,PADRE ABAD,1_ANIO,48,6037,1235133,28,250300,0.143,0.5,0.905,0.274
APT,2019,MARZO,CORONEL PORTILLO,1_ANIO,932,5690,1003216,149,250100,0.222,0.214,5.727,0.415
APT,2019,MARZO,PADRE ABAD,1_ANIO,54,6037,1003216,23,250300,0.364,0.056,0.358,0.762
APT,2019,MAYO,CORONEL PORTILLO,1_ANIO,881,5690,1030125,164,250100,0.24,0.439,39.428,0.273
APT,2019,MAYO,PADRE ABAD,1_ANIO,52,6037,1030125,38,250300,0.212,0.27,1.58,0.291
APT,2019,NOVIEMBRE,CORONEL PORTILLO,1_ANIO,886,5690,1813790,145,250100,0.26,0.31,14.911,0.287
APT,2019,NOVIEMBRE,PADRE ABAD,1_ANIO,50,6037,1813790,30,250300,0.091,0.5,1.278,0.133
APT,2019,OCTUBRE,CORONEL PORTILLO,1_ANIO,932,5690,619318,176,250100,0.19,0.5,22.11,0.262
APT,2019,OCTUBRE,PADRE ABAD,1_ANIO,54,6037,619318,30,250300,0.296,0.176,0.331,0.232
APT,2019,SETIEMBRE,CORONEL PORTILLO,1_ANIO,892,5690,85800,215,250100,0.118,0.488,50.979,0.239
APT,2019,SETIEMBRE,PADRE ABAD,1_ANIO,51,6037,85800,47,250300,0.154,0.5,0.528,0.133
APT,2020,ABRIL,ATALAYA,1_ANIO,136,2435,815151,10,250200,0.314,0.75,0.0,0.0
APT,2020,ABRIL,CORONEL PORTILLO,1_ANIO,1248,5742,815151,17,250100,0.278,0.348,0.0,0.0
APT,2020,ABRIL,PADRE ABAD,1_ANIO,178,6159,815151,10,250300,0.336,0.115,0.0,0.0
APT,2020,ABRIL,PURUS,1_ANIO,18,3284,815151,0,250400,0.0,0.0,0.0,0.0
APT,2020,AGOSTO,ATALAYA,1_ANIO,146,2435,725676,28,250200,0.615,0.0,0.0,0.0
APT,2020,AGOSTO,CORONEL PORTILLO,1_ANIO,1379,5742,725676,319,250100,0.287,0.25,0.0,0.0
APT,2020,AGOSTO,PADRE ABAD,1_ANIO,209,6159,725676,43,250300,0.416,0.163,0.0,0.0
APT,2020,AGOSTO,PURUS,1_ANIO,17,3284,725676,11,250400,0.636,0.0,0.0,0.0
APT,2020,DICIEMBRE,ATALAYA,1_ANIO,172,2435,161316,50,250200,0.25,0.0,0.117,0.389
APT,2020,DICIEMBRE,CORONEL PORTILLO,1_ANIO,1423,5742,161316,256,250100,0.173,0.577,1.657,0.349
APT,2020,DICIEMBRE,PADRE ABAD,1_ANIO,218,6159,161316,61,250300,0.306,0.381,0.631,0.124
APT,2020,DICIEMBRE,PURUS,1_ANIO,17,3284,161316,4,250400,0.0,0.0,0.0,0.0
APT,2020,ENERO,ATALAYA,1_ANIO,129,2435,777891,35,250200,0.13,0.556,0.56,0.06
APT,2020,ENERO,CORONEL PORTILLO,1_ANIO,1239,5742,777891,280,250100,0.143,0.411,7.049,0.269
APT,2020,ENERO,PADRE ABAD,1_ANIO,183,6159,777891,64,250300,0.277,0.302,2.883,0.29
APT,2020,ENERO,PURUS,1_ANIO,17,3284,777891,3,250400,0.0,0.0,0.0,0.0
APT,2020,FEBRERO,ATALAYA,1_ANIO,130,2435,761802,40,250200,0.128,0.444,0.41,0.153
APT,2020,FEBRERO,CORONEL PORTILLO,1_ANIO,1248,5742,761802,265,250100,0.176,0.516,23.346,0.212
APT,2020,FEBRERO,PADRE ABAD,1_ANIO,185,6159,761802,62,250300,0.378,0.179,0.635,0.181
APT,2020,FEBRERO,PURUS,1_ANIO,17,3284,761802,4,250400,0.31,0.0,0.125,0.083
APT,2020,JULIO,ATALAYA,1_ANIO,129,2435,804264,15,250200,0.385,0.333,0.0,0.0
APT,2020,JULIO,CORONEL PORTILLO,1_ANIO,1239,5742,804264,295,250100,0.295,0.294,0.0,0.0
APT,2020,JULIO,PADRE ABAD,1_ANIO,183,6159,804264,56,250300,0.542,0.125,0.0,0.0
APT,2020,JULIO,PURUS,1_ANIO,17,3284,804264,1,250400,0.0,0.0,0.0,0.0
APT,2020,JUNIO,ATALAYA,1_ANIO,135,2435,718822,19,250200,0.619,0.111,0.0,0.0
APT,2020,JUNIO,CORONEL PORTILLO,1_ANIO,1296,5742,718822,82,250100,0.323,0.242,0.0,0.0
APT,2020,JUNIO,PADRE ABAD,1_ANIO,195,6159,718822,15,250300,0.506,0.095,0.0,0.0
APT,2020,JUNIO,PURUS,1_ANIO,17,3284,718822,6,250400,0.0,0.0,0.0,0.0
APT,2020,MARZO,ATALAYA,1_ANIO,131,2435,751336,27,250200,0.143,0.207,6.988,0.119
APT,2020,MARZO,CORONEL PORTILLO,1_ANIO,1256,5742,751336,174,250100,0.27,0.342,2.805,0.371
APT,2020,MARZO,PADRE ABAD,1_ANIO,184,6159,751336,47,250300,0.262,0.222,0.583,1.677
APT,2020,MARZO,PURUS,1_ANIO,17,3284,751336,6,250400,0.0,0.0,0.0,0.0
APT,2020,MAYO,ATALAYA,1_ANIO,132,2435,710703,16,250200,0.552,0.0,0.0,0.0
APT,2020,MAYO,CORONEL PORTILLO,1_ANIO,1295,5742,710703,25,250100,0.338,0.431,0.0,0.0
APT,2020,MAYO,PADRE ABAD,1_ANIO,191,6159,710703,12,250300,0.593,0.105,0.0,0.0
APT,2020,MAYO,PURUS,1_ANIO,18,3284,710703,2,250400,0.0,0.0,0.0,0.0
APT,2020,NOVIEMBRE,ATALAYA,1_ANIO,172,2435,1348304,96,250200,0.286,0.152,0.218,0.152
APT,2020,NOVIEMBRE,CORONEL PORTILLO,1_ANIO,1401,5742,1348304,434,250100,0.208,0.384,0.903,0.619
APT,2020,NOVIEMBRE,PADRE ABAD,1_ANIO,215,6159,1348304,68,250300,0.091,0.275,0.0,0.0
APT,2020,NOVIEMBRE,PURUS,1_ANIO,17,3284,1348304,3,250400,0.0,0.0,0.0,0.0
APT,2020,OCTUBRE,ATALAYA,1_ANIO,175,2435,858754,93,250200,0.302,0.0,0.506,0.094
APT,2020,OCTUBRE,CORONEL PORTILLO,1_ANIO,1409,5742,858754,404,250100,0.173,0.471,6.635,0.26
APT,2020,OCTUBRE,PADRE ABAD,1_ANIO,229,6159,858754,61,250300,0.358,0.275,0.193,0.689
APT,2020,OCTUBRE,PURUS,1_ANIO,17,3284,858754,5,250400,0.0,0.0,0.0,0.0
APT,2020,SETIEMBRE,ATALAYA,1_ANIO,146,2435,749638,61,250200,0.352,0.107,0.26,0.315
APT,2020,SETIEMBRE,CORONEL PORTILLO,1_ANIO,1379,5742,749638,412,250100,0.148,0.47,14.216,0.433
APT,2020,SETIEMBRE,PADRE ABAD,1_ANIO,209,6159,749638,72,250300,0.318,0.5,41.0,0.861
APT,2020,SETIEMBRE,PURUS,1_ANIO,17,3284,749638,0,250400,0.0,0.0,0.0,0.0
APT,2021,ABRIL,ATALAYA,1_ANIO,166,2501,268268,58,250200,0.129,0.0,0.25,0.083
APT,2021,ABRIL,CORONEL PORTILLO,1_ANIO,1481,5794,268268,212,250100,0.203,0.354,29.008,0.175
APT,2021,ABRIL,PADRE ABAD,1_ANIO,248,6272,268268,45,250300,0.25,0.0,0.222,1.139
APT,2021,ABRIL,PURUS,1_ANIO,19,3284,268268,1,250400,0.0,0.0,0.0,0.0
APT,2021,AGOSTO,ATALAYA,1_ANIO,179,2501,629819,50,250200,0.198,0.167,2.968,1.052
APT,2021,AGOSTO,CORONEL PORTILLO,1_ANIO,1500,5794,629819,296,250100,0.192,0.302,8.156,0.236
APT,2021,AGOSTO,PADRE ABAD,1_ANIO,239,6272,629819,37,250300,0.317,0.067,0.167,0.125
APT,2021,AGOSTO,PURUS,1_ANIO,19,3284,629819,0,250400,0.0,0.0,0.0,0.0
APT,2021,DICIEMBRE,ATALAYA,1_ANIO,194,2501,486866,22,250200,0.303,0.067,0.292,0.083
APT,2021,DICIEMBRE,CORONEL PORTILLO,1_ANIO,1512,5794,486866,161,250100,0.166,0.458,10.208,0.283
APT,2021,DICIEMBRE,PADRE ABAD,1_ANIO,244,6272,486866,40,250300,0.3,0.419,0.306,0.217
APT,2021,DICIEMBRE,PURUS,1_ANIO,21,3284,486866,5,250400,0.0,0.0,0.0,0.0
APT,2021,ENERO,ATALAYA,1_ANIO,182,2501,822309,31,250200,0.35,0.0,0.167,0.333
APT,2021,ENERO,CORONEL PORTILLO,1_ANIO,1425,5794,822309,259,250100,0.167,0.413,4.208,0.158
APT,2021,ENERO,PADRE ABAD,1_ANIO,205,6272,822309,61,250300,0.28,0.185,0.167,0.083
APT,2021,ENERO,PURUS,1_ANIO,18,3284,822309,1,250400,0.0,0.0,0.0,0.0
APT,2021,FEBRERO,ATALAYA,1_ANIO,166,2501,677118,68,250200,0.167,0.0,0.0,0.0
APT,2021,FEBRERO,CORONEL PORTILLO,1_ANIO,1427,5794,677118,216,250100,0.168,0.193,0.454,0.652
APT,2021,FEBRERO,PADRE ABAD,1_ANIO,217,6272,677118,31,250300,0.256,0.345,0.303,0.909
APT,2021,FEBRERO,PURUS,1_ANIO,19,3284,677118,2,250400,0.0,0.0,0.0,0.0
APT,2021,JULIO,ATALAYA,1_ANIO,172,2501,647735,58,250200,0.342,0.0,0.75,0.167
APT,2021,JULIO,CORONEL PORTILLO,1_ANIO,1482,5794,647735,277,250100,0.228,0.34,5.031,0.336
APT,2021,JULIO,PADRE ABAD,1_ANIO,228,6272,647735,53,250300,0.259,0.857,0.278,0.222
APT,2021,JULIO,PURUS,1_ANIO,19,3284,647735,2,250400,0.0,0.0,0.0,0.0
APT,2021,JUNIO,ATALAYA,1_ANIO,172,2501,696098,56,250200,0.208,0.059,0.375,1.75
APT,2021,JUNIO,CORONEL PORTILLO,1_ANIO,1481,5794,696098,210,250100,0.154,0.635,2.536,0.219
APT,2021,JUNIO,PADRE ABAD,1_ANIO,226,6272,696098,48,250300,0.25,0.5,0.444,0.261
APT,2021,JUNIO,PURUS,1_ANIO,19,3284,696098,4,250400,0.0,0.0,0.0,0.0
APT,2021,MARZO,ATALAYA,1_ANIO,154,2501,1269741,65,250200,0.333,0.412,0.833,2.028
APT,2021,MARZO,CORONEL PORTILLO,1_ANIO,1451,5794,1269741,297,250100,0.19,0.406,0.272,0.231
APT,2021,MARZO,PADRE ABAD,1_ANIO,219,6272,1269741,56,250300,0.307,0.0,0.229,0.875
APT,2021,MARZO,PURUS,1_ANIO,19,3284,1269741,5,250400,0.0,0.0,0.0,0.0
APT,2021,MAYO,ATALAYA,1_ANIO,167,2501,694026,53,250200,0.31,0.0,0.083,0.083
APT,2021,MAYO,CORONEL PORTILLO,1_ANIO,1482,5794,694026,251,250100,0.218,0.405,0.591,0.428
APT,2021,MAYO,PADRE ABAD,1_ANIO,220,6272,694026,38,250300,0.188,0.385,0.292,0.104
APT,2021,MAYO,PURUS,1_ANIO,19,3284,694026,4,250400,0.0,0.0,0.0,0.0
APT,2021,NOVIEMBRE,ATALAYA,1_ANIO,192,2501,811749,37,250200,0.233,0.0,0.167,1.571
APT,2021,NOVIEMBRE,CORONEL PORTILLO,1_ANIO,1506,5794,811749,301,250100,0.162,0.42,31.663,2.165
APT,2021,NOVIEMBRE,PADRE ABAD,1_ANIO,241,6272,811749,54,250300,0.235,0.231,0.167,0.083
APT,2021,NOVIEMBRE,PURUS,1_ANIO,22,3284,811749,5,250400,0.0,0.0,0.0,0.0
APT,2021,OCTUBRE,ATALAYA,1_ANIO,186,2501,612818,19,250200,0.393,0.0,0.167,0.167
APT,2021,OCTUBRE,CORONEL PORTILLO,1_ANIO,1449,5794,612818,188,250100,0.15,0.37,10.899,0.121
APT,2021,OCTUBRE,PADRE ABAD,1_ANIO,240,6272,612818,53,250300,0.467,0.583,0.128,1.378
APT,2021,OCTUBRE,PURUS,1_ANIO,19,3284,612818,0,250400,0.0,0.0,0.0,0.0
APT,2021,SETIEMBRE,ATALAYA,1_ANIO,178,2501,681661,56,250200,0.278,0.0,0.0,0.0
APT,2021,SETIEMBRE,CORONEL PORTILLO,1_ANIO,1488,5794,681661,281,250100,0.203,0.517,0.721,0.225
APT,2021,SETIEMBRE,PADRE ABAD,1_ANIO,237,6272,681661,49,250300,0.247,0.281,0.442,0.331
APT,2021,SETIEMBRE,PURUS,1_ANIO,19,3284,681661,0,250400,0.0,0.0,0.0,0.0
