VACUNA,ANIO,MES,RANGO_EDAD,POBLACION,PROVINCIA,DISTRITO,PRESUPUESTO,CANTIDAD DE PERSONAL,CANTIDAD
APT,2021,MAYO,1_ANIO,10588,PADRE ABAD,CURIMANA,694026,17,6
APT,2021,MAYO,1_ANIO,10874,PADRE ABAD,NESHUYA,694026,28,4
APT,2021,MAYO,1_ANIO,10890,ATALAYA,TAHUANIA,694026,25,8
APT,2021,MAYO,1_ANIO,11997,CORONEL PORTILLO,MASISEA,694026,49,18
APT,2021,MAYO,1_ANIO,12431,PADRE ABAD,IRAZOLA,694026,50,10
APT,2021,MAYO,1_ANIO,12481,CORONEL PORTILLO,IPARIA,694026,32,19
APT,2021,MAYO,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,694026,58,18
APT,2021,MAYO,1_ANIO,29520,PADRE ABAD,PADRE ABAD,694026,119,16
APT,2021,MAYO,1_ANIO,40699,ATALAYA,RAIMONDI,694026,113,41
APT,2021,MAYO,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,694026,150,46
APT,2021,MAYO,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,694026,480,61
APT,2021,MAYO,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,694026,684,82
APT,2021,NOVIEMBRE,1_ANIO,2501,ATALAYA,YURUA,811749,8,0
APT,2021,NOVIEMBRE,1_ANIO,3284,PURUS,PURUS,811749,22,5
APT,2021,NOVIEMBRE,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,811749,32,6
APT,2021,NOVIEMBRE,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,811749,10,2
APT,2021,NOVIEMBRE,1_ANIO,8390,ATALAYA,SEPAHUA,811749,24,3
APT,2021,NOVIEMBRE,1_ANIO,10588,PADRE ABAD,CURIMANA,811749,23,14
APT,2021,NOVIEMBRE,1_ANIO,10874,PADRE ABAD,NESHUYA,811749,28,9
APT,2021,NOVIEMBRE,1_ANIO,10890,ATALAYA,TAHUANIA,811749,24,11
APT,2021,NOVIEMBRE,1_ANIO,11997,CORONEL PORTILLO,MASISEA,811749,52,16
APT,2021,NOVIEMBRE,1_ANIO,12431,PADRE ABAD,IRAZOLA,811749,49,12
APT,2021,NOVIEMBRE,1_ANIO,12481,CORONEL PORTILLO,IPARIA,811749,31,3
APT,2021,NOVIEMBRE,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,811749,68,29
APT,2021,NOVIEMBRE,1_ANIO,29520,PADRE ABAD,PADRE ABAD,811749,131,17
APT,2021,NOVIEMBRE,1_ANIO,40699,ATALAYA,RAIMONDI,811749,136,23
APT,2021,NOVIEMBRE,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,811749,156,67
APT,2021,NOVIEMBRE,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,811749,459,57
APT,2021,NOVIEMBRE,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,811749,708,123
APT,2021,OCTUBRE,1_ANIO,2501,ATALAYA,YURUA,612818,7,1
APT,2021,OCTUBRE,1_ANIO,3284,PURUS,PURUS,612818,19,0
APT,2021,OCTUBRE,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,612818,31,5
APT,2021,OCTUBRE,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,612818,9,3
APT,2021,OCTUBRE,1_ANIO,8390,ATALAYA,SEPAHUA,612818,25,0
APT,2021,OCTUBRE,1_ANIO,10588,PADRE ABAD,CURIMANA,612818,25,4
APT,2021,OCTUBRE,1_ANIO,10874,PADRE ABAD,NESHUYA,612818,29,12
APT,2021,OCTUBRE,1_ANIO,10890,ATALAYA,TAHUANIA,612818,25,1
APT,2021,OCTUBRE,1_ANIO,11997,CORONEL PORTILLO,MASISEA,612818,49,5
APT,2021,OCTUBRE,1_ANIO,12431,PADRE ABAD,IRAZOLA,612818,50,7
APT,2021,OCTUBRE,1_ANIO,12481,CORONEL PORTILLO,IPARIA,612818,32,6
APT,2021,OCTUBRE,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,612818,67,15
APT,2021,OCTUBRE,1_ANIO,29520,PADRE ABAD,PADRE ABAD,612818,127,27
APT,2021,OCTUBRE,1_ANIO,40699,ATALAYA,RAIMONDI,612818,129,17
APT,2021,OCTUBRE,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,612818,157,31
APT,2021,OCTUBRE,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,612818,446,54
APT,2021,OCTUBRE,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,612818,667,72
APT,2021,SETIEMBRE,1_ANIO,2501,ATALAYA,YURUA,681661,7,0
APT,2021,SETIEMBRE,1_ANIO,3284,PURUS,PURUS,681661,19,0
APT,2021,SETIEMBRE,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,681661,29,2
APT,2021,SETIEMBRE,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,681661,8,2
APT,2021,SETIEMBRE,1_ANIO,8390,ATALAYA,SEPAHUA,681661,22,8
APT,2021,SETIEMBRE,1_ANIO,10588,PADRE ABAD,CURIMANA,681661,19,7
APT,2021,SETIEMBRE,1_ANIO,10874,PADRE ABAD,NESHUYA,681661,28,9
APT,2021,SETIEMBRE,1_ANIO,10890,ATALAYA,TAHUANIA,681661,24,8
APT,2021,SETIEMBRE,1_ANIO,11997,CORONEL PORTILLO,MASISEA,681661,49,27
APT,2021,SETIEMBRE,1_ANIO,12431,PADRE ABAD,IRAZOLA,681661,51,7
APT,2021,SETIEMBRE,1_ANIO,12481,CORONEL PORTILLO,IPARIA,681661,30,13
APT,2021,SETIEMBRE,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,681661,62,24
APT,2021,SETIEMBRE,1_ANIO,29520,PADRE ABAD,PADRE ABAD,681661,131,24
APT,2021,SETIEMBRE,1_ANIO,40699,ATALAYA,RAIMONDI,681661,125,40
APT,2021,SETIEMBRE,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,681661,152,55
APT,2021,SETIEMBRE,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,681661,496,74
APT,2021,SETIEMBRE,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,681661,670,86
APT,2022,ABRIL,1_ANIO,2564,ATALAYA,YURUA,748576,9,1
APT,2022,ABRIL,1_ANIO,3270,PURUS,PURUS,748576,22,2
APT,2022,ABRIL,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,748576,32,6
APT,2022,ABRIL,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,748576,6,3
APT,2022,ABRIL,1_ANIO,8510,ATALAYA,SEPAHUA,748576,24,8
APT,2022,ABRIL,1_ANIO,10946,PADRE ABAD,CURIMANA,748576,23,5
APT,2022,ABRIL,1_ANIO,11149,ATALAYA,TAHUANIA,748576,24,3
APT,2022,ABRIL,1_ANIO,11236,PADRE ABAD,NESHUYA,748576,33,11
APT,2022,ABRIL,1_ANIO,12030,CORONEL PORTILLO,MASISEA,748576,55,19
APT,2022,ABRIL,1_ANIO,12605,CORONEL PORTILLO,IPARIA,748576,39,11
APT,2022,ABRIL,1_ANIO,12786,PADRE ABAD,IRAZOLA,748576,54,7
APT,2022,ABRIL,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,748576,70,14
APT,2022,ABRIL,1_ANIO,30297,PADRE ABAD,PADRE ABAD,748576,128,26
APT,2022,ABRIL,1_ANIO,41621,ATALAYA,RAIMONDI,748576,137,26
APT,2022,ABRIL,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,748576,160,47
APT,2022,ABRIL,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,748576,523,66
APT,2022,ABRIL,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,748576,725,106
APT,2022,AGOSTO,1_ANIO,2564,ATALAYA,YURUA,779177,9,0
APT,2022,AGOSTO,1_ANIO,3270,PURUS,PURUS,779177,21,6
APT,2022,AGOSTO,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,779177,33,20
APT,2022,AGOSTO,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,779177,9,1
APT,2022,AGOSTO,1_ANIO,8510,ATALAYA,SEPAHUA,779177,24,3
APT,2022,AGOSTO,1_ANIO,10946,PADRE ABAD,CURIMANA,779177,28,4
APT,2022,AGOSTO,1_ANIO,11149,ATALAYA,TAHUANIA,779177,22,14
APT,2022,AGOSTO,1_ANIO,11236,PADRE ABAD,NESHUYA,779177,36,5
APT,2022,AGOSTO,1_ANIO,12030,CORONEL PORTILLO,MASISEA,779177,52,17
APT,2022,AGOSTO,1_ANIO,12605,CORONEL PORTILLO,IPARIA,779177,37,13
APT,2022,AGOSTO,1_ANIO,12786,PADRE ABAD,IRAZOLA,779177,51,12
APT,2022,AGOSTO,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,779177,73,23
APT,2022,AGOSTO,1_ANIO,30297,PADRE ABAD,PADRE ABAD,779177,115,19
APT,2022,AGOSTO,1_ANIO,41621,ATALAYA,RAIMONDI,779177,122,41
APT,2022,AGOSTO,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,779177,151,57
APT,2022,AGOSTO,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,779177,528,58
APT,2022,AGOSTO,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,779177,633,131
APT,2022,DICIEMBRE,1_ANIO,2564,ATALAYA,YURUA,996898,9,2
APT,2022,DICIEMBRE,1_ANIO,3270,PURUS,PURUS,996898,25,3
APT,2022,DICIEMBRE,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,996898,37,11
APT,2022,DICIEMBRE,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,996898,11,1
APT,2022,DICIEMBRE,1_ANIO,8510,ATALAYA,SEPAHUA,996898,28,6
APT,2022,DICIEMBRE,1_ANIO,10946,PADRE ABAD,CURIMANA,996898,28,11
APT,2022,DICIEMBRE,1_ANIO,11149,ATALAYA,TAHUANIA,996898,26,10
APT,2022,DICIEMBRE,1_ANIO,11236,PADRE ABAD,NESHUYA,996898,38,6
APT,2022,DICIEMBRE,1_ANIO,12030,CORONEL PORTILLO,MASISEA,996898,63,13
APT,2022,DICIEMBRE,1_ANIO,12605,CORONEL PORTILLO,IPARIA,996898,44,7
APT,2022,DICIEMBRE,1_ANIO,12786,PADRE ABAD,IRAZOLA,996898,64,9
APT,2022,DICIEMBRE,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,996898,83,12
APT,2022,DICIEMBRE,1_ANIO,30297,PADRE ABAD,PADRE ABAD,996898,143,17
APT,2022,DICIEMBRE,1_ANIO,41621,ATALAYA,RAIMONDI,996898,159,21
APT,2022,DICIEMBRE,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,996898,169,64
APT,2022,DICIEMBRE,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,996898,555,60
APT,2022,DICIEMBRE,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,996898,747,97
APT,2022,ENERO,1_ANIO,2564,ATALAYA,YURUA,684081,8,0
APT,2022,ENERO,1_ANIO,3270,PURUS,PURUS,684081,20,3
APT,2022,ENERO,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,684081,32,8
APT,2022,ENERO,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,684081,9,0
APT,2022,ENERO,1_ANIO,8510,ATALAYA,SEPAHUA,684081,24,13
APT,2022,ENERO,1_ANIO,10946,PADRE ABAD,CURIMANA,684081,22,5
APT,2022,ENERO,1_ANIO,11149,ATALAYA,TAHUANIA,684081,24,2
APT,2022,ENERO,1_ANIO,11236,PADRE ABAD,NESHUYA,684081,28,1
APT,2022,ENERO,1_ANIO,12030,CORONEL PORTILLO,MASISEA,684081,56,14
APT,2022,ENERO,1_ANIO,12605,CORONEL PORTILLO,IPARIA,684081,38,4
APT,2022,ENERO,1_ANIO,12786,PADRE ABAD,IRAZOLA,684081,49,8
APT,2022,ENERO,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,684081,70,12
APT,2022,ENERO,1_ANIO,30297,PADRE ABAD,PADRE ABAD,684081,137,13
APT,2022,ENERO,1_ANIO,41621,ATALAYA,RAIMONDI,684081,142,19
APT,2022,ENERO,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,684081,158,75
APT,2022,ENERO,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,684081,521,74
APT,2022,ENERO,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,684081,652,112
APT,2022,FEBRERO,1_ANIO,2564,ATALAYA,YURUA,910655,7,0
APT,2022,FEBRERO,1_ANIO,3270,PURUS,PURUS,910655,21,4
APT,2022,FEBRERO,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,910655,31,5
APT,2022,FEBRERO,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,910655,7,2
APT,2022,FEBRERO,1_ANIO,8510,ATALAYA,SEPAHUA,910655,24,12
APT,2022,FEBRERO,1_ANIO,10946,PADRE ABAD,CURIMANA,910655,21,11
APT,2022,FEBRERO,1_ANIO,11149,ATALAYA,TAHUANIA,910655,24,8
APT,2022,FEBRERO,1_ANIO,11236,PADRE ABAD,NESHUYA,910655,29,12
APT,2022,FEBRERO,1_ANIO,12030,CORONEL PORTILLO,MASISEA,910655,55,19
APT,2022,FEBRERO,1_ANIO,12605,CORONEL PORTILLO,IPARIA,910655,39,10
APT,2022,FEBRERO,1_ANIO,12786,PADRE ABAD,IRAZOLA,910655,48,7
APT,2022,FEBRERO,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,910655,69,29
APT,2022,FEBRERO,1_ANIO,30297,PADRE ABAD,PADRE ABAD,910655,129,24
APT,2022,FEBRERO,1_ANIO,41621,ATALAYA,RAIMONDI,910655,128,29
APT,2022,FEBRERO,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,910655,158,79
APT,2022,FEBRERO,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,910655,517,79
APT,2022,FEBRERO,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,910655,707,102
APT,2022,JULIO,1_ANIO,2564,ATALAYA,YURUA,1104057,8,0
APT,2022,JULIO,1_ANIO,3270,PURUS,PURUS,1104057,21,6
APT,2022,JULIO,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,1104057,34,7
APT,2022,JULIO,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,1104057,9,0
APT,2022,JULIO,1_ANIO,8510,ATALAYA,SEPAHUA,1104057,26,9
APT,2022,JULIO,1_ANIO,10946,PADRE ABAD,CURIMANA,1104057,26,6
APT,2022,JULIO,1_ANIO,11149,ATALAYA,TAHUANIA,1104057,26,8
APT,2022,JULIO,1_ANIO,11236,PADRE ABAD,NESHUYA,1104057,33,0
APT,2022,JULIO,1_ANIO,12030,CORONEL PORTILLO,MASISEA,1104057,54,20
APT,2022,JULIO,1_ANIO,12605,CORONEL PORTILLO,IPARIA,1104057,38,9
APT,2022,JULIO,1_ANIO,12786,PADRE ABAD,IRAZOLA,1104057,62,11
APT,2022,JULIO,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,1104057,71,11
APT,2022,JULIO,1_ANIO,30297,PADRE ABAD,PADRE ABAD,1104057,127,26
APT,2022,JULIO,1_ANIO,41621,ATALAYA,RAIMONDI,1104057,157,25
APT,2022,JULIO,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,1104057,153,49
APT,2022,JULIO,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,1104057,525,46
APT,2022,JULIO,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,1104057,679,101
APT,2022,JUNIO,1_ANIO,2564,ATALAYA,YURUA,709615,7,4
APT,2022,JUNIO,1_ANIO,3270,PURUS,PURUS,709615,21,6
APT,2022,JUNIO,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,709615,33,2
APT,2022,JUNIO,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,709615,7,3
APT,2022,JUNIO,1_ANIO,8510,ATALAYA,SEPAHUA,709615,26,8
APT,2022,JUNIO,1_ANIO,10946,PADRE ABAD,CURIMANA,709615,26,8
APT,2022,JUNIO,1_ANIO,11149,ATALAYA,TAHUANIA,709615,23,6
APT,2022,JUNIO,1_ANIO,11236,PADRE ABAD,NESHUYA,709615,34,5
APT,2022,JUNIO,1_ANIO,12030,CORONEL PORTILLO,MASISEA,709615,52,20
APT,2022,JUNIO,1_ANIO,12605,CORONEL PORTILLO,IPARIA,709615,39,18
APT,2022,JUNIO,1_ANIO,12786,PADRE ABAD,IRAZOLA,709615,58,10
APT,2022,JUNIO,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,709615,72,13
APT,2022,JUNIO,1_ANIO,30297,PADRE ABAD,PADRE ABAD,709615,125,15
APT,2022,JUNIO,1_ANIO,41621,ATALAYA,RAIMONDI,709615,153,21
APT,2022,JUNIO,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,709615,162,53
APT,2022,JUNIO,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,709615,525,39
APT,2022,JUNIO,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,709615,675,91
APT,2022,MARZO,1_ANIO,2564,ATALAYA,YURUA,784465,7,0
APT,2022,MARZO,1_ANIO,3270,PURUS,PURUS,784465,21,7
APT,2022,MARZO,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,784465,31,1
APT,2022,MARZO,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,784465,7,2
APT,2022,MARZO,1_ANIO,8510,ATALAYA,SEPAHUA,784465,24,13
APT,2022,MARZO,1_ANIO,10946,PADRE ABAD,CURIMANA,784465,23,7
APT,2022,MARZO,1_ANIO,11149,ATALAYA,TAHUANIA,784465,24,8
APT,2022,MARZO,1_ANIO,11236,PADRE ABAD,NESHUYA,784465,30,8
APT,2022,MARZO,1_ANIO,12030,CORONEL PORTILLO,MASISEA,784465,56,11
APT,2022,MARZO,1_ANIO,12605,CORONEL PORTILLO,IPARIA,784465,39,15
APT,2022,MARZO,1_ANIO,12786,PADRE ABAD,IRAZOLA,784465,48,15
APT,2022,MARZO,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,784465,70,20
APT,2022,MARZO,1_ANIO,30297,PADRE ABAD,PADRE ABAD,784465,130,22
APT,2022,MARZO,1_ANIO,41621,ATALAYA,RAIMONDI,784465,131,41
APT,2022,MARZO,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,784465,162,76
APT,2022,MARZO,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,784465,523,73
APT,2022,MARZO,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,784465,722,132
APT,2022,MAYO,1_ANIO,2564,ATALAYA,YURUA,760212,9,2
APT,2022,MAYO,1_ANIO,3270,PURUS,PURUS,760212,24,4
APT,2022,MAYO,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,760212,34,9
APT,2022,MAYO,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,760212,10,1
APT,2022,MAYO,1_ANIO,8510,ATALAYA,SEPAHUA,760212,24,3
APT,2022,MAYO,1_ANIO,10946,PADRE ABAD,CURIMANA,760212,24,19
APT,2022,MAYO,1_ANIO,11149,ATALAYA,TAHUANIA,760212,23,14
APT,2022,MAYO,1_ANIO,11236,PADRE ABAD,NESHUYA,760212,34,8
APT,2022,MAYO,1_ANIO,12030,CORONEL PORTILLO,MASISEA,760212,55,24
APT,2022,MAYO,1_ANIO,12605,CORONEL PORTILLO,IPARIA,760212,39,12
APT,2022,MAYO,1_ANIO,12786,PADRE ABAD,IRAZOLA,760212,56,13
APT,2022,MAYO,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,760212,71,11
APT,2022,MAYO,1_ANIO,30297,PADRE ABAD,PADRE ABAD,760212,130,25
APT,2022,MAYO,1_ANIO,41621,ATALAYA,RAIMONDI,760212,139,20
APT,2022,MAYO,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,760212,161,47
APT,2022,MAYO,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,760212,521,57
APT,2022,MAYO,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,760212,684,114
APT,2022,NOVIEMBRE,1_ANIO,2564,ATALAYA,YURUA,677800,9,3
APT,2022,NOVIEMBRE,1_ANIO,3270,PURUS,PURUS,677800,25,6
APT,2022,NOVIEMBRE,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,677800,37,12
APT,2022,NOVIEMBRE,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,677800,11,4
APT,2022,NOVIEMBRE,1_ANIO,8510,ATALAYA,SEPAHUA,677800,28,10
APT,2022,NOVIEMBRE,1_ANIO,10946,PADRE ABAD,CURIMANA,677800,28,12
APT,2022,NOVIEMBRE,1_ANIO,11149,ATALAYA,TAHUANIA,677800,26,18
APT,2022,NOVIEMBRE,1_ANIO,11236,PADRE ABAD,NESHUYA,677800,38,9
APT,2022,NOVIEMBRE,1_ANIO,12030,CORONEL PORTILLO,MASISEA,677800,63,17
APT,2022,NOVIEMBRE,1_ANIO,12605,CORONEL PORTILLO,IPARIA,677800,44,12
APT,2022,NOVIEMBRE,1_ANIO,12786,PADRE ABAD,IRAZOLA,677800,64,9
APT,2022,NOVIEMBRE,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,677800,83,19
APT,2022,NOVIEMBRE,1_ANIO,30297,PADRE ABAD,PADRE ABAD,677800,143,26
APT,2022,NOVIEMBRE,1_ANIO,41621,ATALAYA,RAIMONDI,677800,159,50
APT,2022,NOVIEMBRE,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,677800,169,74
APT,2022,NOVIEMBRE,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,677800,555,69
APT,2022,NOVIEMBRE,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,677800,747,96
APT,2022,OCTUBRE,1_ANIO,2564,ATALAYA,YURUA,541898,9,0
APT,2022,OCTUBRE,1_ANIO,3270,PURUS,PURUS,541898,25,5
APT,2022,OCTUBRE,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,541898,37,10
APT,2022,OCTUBRE,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,541898,11,0
APT,2022,OCTUBRE,1_ANIO,8510,ATALAYA,SEPAHUA,541898,28,4
APT,2022,OCTUBRE,1_ANIO,10946,PADRE ABAD,CURIMANA,541898,28,11
APT,2022,OCTUBRE,1_ANIO,11149,ATALAYA,TAHUANIA,541898,26,11
APT,2022,OCTUBRE,1_ANIO,11236,PADRE ABAD,NESHUYA,541898,38,10
APT,2022,OCTUBRE,1_ANIO,12030,CORONEL PORTILLO,MASISEA,541898,63,21
APT,2022,OCTUBRE,1_ANIO,12605,CORONEL PORTILLO,IPARIA,541898,44,12
APT,2022,OCTUBRE,1_ANIO,12786,PADRE ABAD,IRAZOLA,541898,64,16
APT,2022,OCTUBRE,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,541898,83,13
APT,2022,OCTUBRE,1_ANIO,30297,PADRE ABAD,PADRE ABAD,541898,143,36
APT,2022,OCTUBRE,1_ANIO,41621,ATALAYA,RAIMONDI,541898,159,22
APT,2022,OCTUBRE,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,541898,169,72
APT,2022,OCTUBRE,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,541898,555,89
APT,2022,OCTUBRE,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,541898,747,137
APT,2022,SETIEMBRE,1_ANIO,2564,ATALAYA,YURUA,694132,8,0
APT,2022,SETIEMBRE,1_ANIO,3270,PURUS,PURUS,694132,21,1
APT,2022,SETIEMBRE,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,694132,36,1
APT,2022,SETIEMBRE,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,694132,10,1
APT,2022,SETIEMBRE,1_ANIO,8510,ATALAYA,SEPAHUA,694132,23,15
APT,2022,SETIEMBRE,1_ANIO,10946,PADRE ABAD,CURIMANA,694132,24,10
APT,2022,SETIEMBRE,1_ANIO,11149,ATALAYA,TAHUANIA,694132,25,10
APT,2022,SETIEMBRE,1_ANIO,11236,PADRE ABAD,NESHUYA,694132,37,11
APT,2022,SETIEMBRE,1_ANIO,12030,CORONEL PORTILLO,MASISEA,694132,55,10
APT,2022,SETIEMBRE,1_ANIO,12605,CORONEL PORTILLO,IPARIA,694132,37,8
APT,2022,SETIEMBRE,1_ANIO,12786,PADRE ABAD,IRAZOLA,694132,62,6
APT,2022,SETIEMBRE,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,694132,76,18
APT,2022,SETIEMBRE,1_ANIO,30297,PADRE ABAD,PADRE ABAD,694132,125,21
APT,2022,SETIEMBRE,1_ANIO,41621,ATALAYA,RAIMONDI,694132,146,27
APT,2022,SETIEMBRE,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,694132,146,65
APT,2022,SETIEMBRE,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,694132,546,58
APT,2022,SETIEMBRE,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,694132,660,128
BCG,2019,ABRIL,RN,5690,CORONEL PORTILLO,NUEVA REQUENA,998497,27,6
BCG,2019,ABRIL,RN,6037,PADRE ABAD,ALEXANDER VON HUMBOLDT,998497,8,1
BCG,2019,ABRIL,RN,9803,PADRE ABAD,CURIMANA,998497,20,15
BCG,2019,ABRIL,RN,10080,PADRE ABAD,NESHUYA,998497,26,17
BCG,2019,ABRIL,RN,19029,CORONEL PORTILLO,CAMPOVERDE,998497,63,13
BCG,2019,ABRIL,RN,115625,CORONEL PORTILLO,YARINACOCHA,998497,390,352
BCG,2019,ABRIL,RN,168924,CORONEL PORTILLO,CALLERIA,998497,452,333
BCG,2019,AGOSTO,RN,5690,CORONEL PORTILLO,NUEVA REQUENA,3650033,22,2
BCG,2019,AGOSTO,RN,6037,PADRE ABAD,ALEXANDER VON HUMBOLDT,3650033,7,2
BCG,2019,AGOSTO,RN,9803,PADRE ABAD,CURIMANA,3650033,19,11
BCG,2019,AGOSTO,RN,10080,PADRE ABAD,NESHUYA,3650033,23,19
BCG,2019,AGOSTO,RN,19029,CORONEL PORTILLO,CAMPOVERDE,3650033,56,11
BCG,2019,AGOSTO,RN,115625,CORONEL PORTILLO,YARINACOCHA,3650033,371,354
BCG,2019,AGOSTO,RN,168924,CORONEL PORTILLO,CALLERIA,3650033,435,340
BCG,2019,DICIEMBRE,RN,5690,CORONEL PORTILLO,NUEVA REQUENA,1953340,22,5
BCG,2019,DICIEMBRE,RN,6037,PADRE ABAD,ALEXANDER VON HUMBOLDT,1953340,7,2
BCG,2019,DICIEMBRE,RN,9803,PADRE ABAD,CURIMANA,1953340,19,16
BCG,2019,DICIEMBRE,RN,10080,PADRE ABAD,NESHUYA,1953340,24,21
BCG,2019,DICIEMBRE,RN,19029,CORONEL PORTILLO,CAMPOVERDE,1953340,57,15
BCG,2019,DICIEMBRE,RN,115625,CORONEL PORTILLO,YARINACOCHA,1953340,368,277
BCG,2019,DICIEMBRE,RN,168924,CORONEL PORTILLO,CALLERIA,1953340,440,342
BCG,2019,ENERO,RN,5690,CORONEL PORTILLO,NUEVA REQUENA,924269,23,3
BCG,2019,ENERO,RN,6037,PADRE ABAD,ALEXANDER VON HUMBOLDT,924269,6,3
