CENTRO_SALUD,ANIO,DEPARTAMENTO,RANGO_EDAD,EFERMERDAD,MES,COBERTURA,CANTIDAD,PROVINCIA,DISTRITO,RED,MICRORRED,DESCRIPCION_ESTABLECIMIENTO,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,924269
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1000320
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,JULIO,0,0,,,,,,,,1352080
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1235133
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,MARZO,26.666666666666668,4,,,,,,,,1003216
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1030125
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,NOVIEMBRE,6.666666666666667,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1813790
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,OCTUBRE,13.333333333333334,2,,,,,,,,619318
MIRAFLORES,2019,UCAYALI,<1_ANIO,APO,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,85800
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,ABRIL,0,0,,,,,,,,998497
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,3650033
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,DICIEMBRE,6.666666666666667,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1953340
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,924269
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1000320
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,JULIO,0,0,,,,,,,,1352080
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1235133
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,MARZO,26.666666666666668,4,,,,,,,,1003216
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1030125
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,NOVIEMBRE,6.666666666666667,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1813790
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,OCTUBRE,13.333333333333334,2,,,,,,,,619318
MIRAFLORES,2019,UCAYALI,<1_ANIO,PENTA,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,85800
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,ABRIL,0,0,,,,,,,,998497
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,3650033
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1953340
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,924269
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1000320
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,JULIO,0,0,,,,,,,,1352080
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1235133
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,MARZO,0,0,,,,,,,,1003216
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1030125
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,NOVIEMBRE,20,3,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1813790
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,OCTUBRE,6.666666666666667,1,,,,,,,,619318
MIRAFLORES,2019,UCAYALI,<1_ANIO,ROTA,SETIEMBRE,6.666666666666667,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,85800
MIRAFLORES,2019,UCAYALI,RN,BCG,ABRIL,100,1,,,,,,,,998497
MIRAFLORES,2019,UCAYALI,RN,BCG,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,3650033
MIRAFLORES,2019,UCAYALI,RN,BCG,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1953340
MIRAFLORES,2019,UCAYALI,RN,BCG,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,924269
MIRAFLORES,2019,UCAYALI,RN,BCG,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1000320
MIRAFLORES,2019,UCAYALI,RN,BCG,JULIO,0,0,,,,,,,,1352080
MIRAFLORES,2019,UCAYALI,RN,BCG,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1235133
MIRAFLORES,2019,UCAYALI,RN,BCG,MARZO,0,0,,,,,,,,1003216
MIRAFLORES,2019,UCAYALI,RN,BCG,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1030125
MIRAFLORES,2019,UCAYALI,RN,BCG,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1813790
MIRAFLORES,2019,UCAYALI,RN,BCG,OCTUBRE,100,1,,,,,,,,619318
MIRAFLORES,2019,UCAYALI,RN,BCG,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,85800
MIRAFLORES,2019,UCAYALI,RN,HVB,ABRIL,0,0,,,,,,,,998497
MIRAFLORES,2019,UCAYALI,RN,HVB,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,3650033
MIRAFLORES,2019,UCAYALI,RN,HVB,DICIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1953340
MIRAFLORES,2019,UCAYALI,RN,HVB,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,924269
MIRAFLORES,2019,UCAYALI,RN,HVB,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1000320
MIRAFLORES,2019,UCAYALI,RN,HVB,JULIO,0,0,,,,,,,,1352080
MIRAFLORES,2019,UCAYALI,RN,HVB,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1235133
MIRAFLORES,2019,UCAYALI,RN,HVB,MARZO,0,0,,,,,,,,1003216
MIRAFLORES,2019,UCAYALI,RN,HVB,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,2,5690,1030125
MIRAFLORES,2019,UCAYALI,RN,HVB,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,1813790
MIRAFLORES,2019,UCAYALI,RN,HVB,OCTUBRE,0,0,,,,,,,,619318
MIRAFLORES,2019,UCAYALI,RN,HVB,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,MIRAFLORES,1,5690,85800
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,ABRIL,0,0,,,,,,,,998497
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,3650033
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,DICIEMBRE,16,4,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1953340
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,924269
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1000320
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,JULIO,0,0,,,,,,,,1352080
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1235133
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,MARZO,4,1,,,,,,,,1003216
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1030125
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,NOVIEMBRE,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1813790
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,OCTUBRE,0,0,,,,,,,,619318
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,AMA,SETIEMBRE,16,4,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,85800
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,ABRIL,0,0,,,,,,,,998497
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,3650033
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,DICIEMBRE,8,2,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1953340
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,924269
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1000320
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,JULIO,0,0,,,,,,,,1352080
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1235133
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,MARZO,0,0,,,,,,,,1003216
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,MAYO,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1030125
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,NOVIEMBRE,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1813790
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,OCTUBRE,0,0,,,,,,,,619318
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APO_REF,SETIEMBRE,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,85800
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,ABRIL,0,0,,,,,,,,998497
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,3650033
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,DICIEMBRE,8,2,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1953340
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,924269
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1000320
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,JULIO,0,0,,,,,,,,1352080
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1235133
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,MARZO,0,0,,,,,,,,1003216
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,MAYO,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1030125
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,NOVIEMBRE,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1813790
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,OCTUBRE,0,0,,,,,,,,619318
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,APT,SETIEMBRE,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,85800
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,ABRIL,8,2,,,,,,,,998497
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,AGOSTO,8,2,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,3650033
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,DICIEMBRE,8,2,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1953340
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,924269
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1000320
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,JULIO,4,1,,,,,,,,1352080
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1235133
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,MARZO,0,0,,,,,,,,1003216
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1030125
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1813790
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,OCTUBRE,8,2,,,,,,,,619318
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,NEUMO,SETIEMBRE,8,2,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,85800
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,ABRIL,0,0,,,,,,,,998497
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,3650033
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,DICIEMBRE,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1953340
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,924269
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1000320
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,JULIO,0,0,,,,,,,,1352080
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1235133
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,MARZO,0,0,,,,,,,,1003216
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,MAYO,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1030125
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1813790
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,OCTUBRE,0,0,,,,,,,,619318
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,SPR,SETIEMBRE,4,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,85800
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,ABRIL,0,0,,,,,,,,998497
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,3650033
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,DICIEMBRE,16,4,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1953340
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,924269
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1000320
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,JULIO,8,2,,,,,,,,1352080
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1235133
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,MARZO,0,0,,,,,,,,1003216
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,MAYO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1030125
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,NOVIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1813790
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,OCTUBRE,0,0,,,,,,,,619318
SHAMBO PORVENIR,2019,UCAYALI,1_ANIO,VARI,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,85800
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,ABRIL,0,0,,,,,,,,998497
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,AGOSTO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,3650033
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,DICIEMBRE,4.761904761904762,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1953340
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,ENERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,924269
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,FEBRERO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1000320
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,JULIO,0,0,,,,,,,,1352080
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,JUNIO,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1235133
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,MARZO,0,0,,,,,,,,1003216
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,MAYO,28.571428571428573,6,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1030125
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,NOVIEMBRE,4.761904761904762,1,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,1813790
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,OCTUBRE,0,0,,,,,,,,619318
SHAMBO PORVENIR,2019,UCAYALI,2_ANIOS,INFLUENZA,SETIEMBRE,0,0,CORONEL PORTILLO,NUEVA REQUENA,FEDERICO BASADRE - YARINACOCHA,NUEVA REQUENA,SHAMBO PORVENIR,1,5690,85800
SHAMBO PORVENIR,2019,UCAYALI,3_ANIOS,INFLUENZA,ABRIL,0,0,,,,,,,,998497
