CENTRO_SALUD,ANIO,DEPARTAMENTO,RANGO_EDAD,EFERMERDAD,MES,COBERTURA,CANTIDAD,PROVINCIA,DISTRITO,RED,MICRORRED,DESCRIPCION_ESTABLECIMIENTO,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,BCG,SETIEMBRE,16.666666666666668,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,85800
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,ABRIL,0,0,,,,,,,,998497
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,3650033
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,DICIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,1953340
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,924269
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,1000320
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,JULIO,0,0,,,,,,,,1352080
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,JUNIO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,1235133
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,MARZO,0,0,,,,,,,,1003216
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,MAYO,12.5,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,1030125
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,1813790
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,OCTUBRE,0,0,,,,,,,,619318
SAN FRANCISCO DE YARINACOCHA,2019,UCAYALI,RN,HVB,SETIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,SAN FRANCISCO DE YARINACOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,ABRIL,7.317073170731708,3,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,DICIEMBRE,7.317073170731708,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,JULIO,0,0,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,JUNIO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,MARZO,9.756097561,4,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,MAYO,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,NOVIEMBRE,9.756097561,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,OCTUBRE,2.4390243902439024,1,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,1_ANIO,AMA,SETIEMBRE,12.195121951219512,5,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,ABRIL,2.4390243902439024,1,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,AGOSTO,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,DICIEMBRE,12.195121951219512,5,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,JULIO,2.4390243902439024,1,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,JUNIO,4.878048780487805,2,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,MARZO,17.073170731707318,7,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,MAYO,9.756097561,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,OCTUBRE,2.4390243902439024,1,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,1_ANIO,APO_REF,SETIEMBRE,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,ABRIL,4.878048780487805,2,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,AGOSTO,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,DICIEMBRE,9.756097561,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,JULIO,2.4390243902439024,1,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,JUNIO,9.756097561,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,MARZO,17.073170731707318,7,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,MAYO,7.317073170731708,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,NOVIEMBRE,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,OCTUBRE,4.878048780487805,2,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,1_ANIO,APT,SETIEMBRE,4.878048780487805,2,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,ABRIL,7.317073170731708,3,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,AGOSTO,7.317073170731708,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,DICIEMBRE,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,JULIO,2.4390243902439024,1,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,JUNIO,9.756097561,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,MARZO,4.878048780487805,2,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,MAYO,9.756097561,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,NOVIEMBRE,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,OCTUBRE,12.195121951219512,5,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,1_ANIO,NEUMO,SETIEMBRE,12.195121951219512,5,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,ABRIL,12.195121951219512,5,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,DICIEMBRE,7.317073170731708,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,JULIO,2.4390243902439024,1,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,JUNIO,7.317073170731708,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,MARZO,17.073170731707318,7,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,MAYO,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,OCTUBRE,2.4390243902439024,1,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,1_ANIO,SPR,SETIEMBRE,2.4390243902439024,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,ABRIL,7.317073170731708,3,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,AGOSTO,9.756097561,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,DICIEMBRE,4.878048780487805,2,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,JULIO,7.317073170731708,3,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,JUNIO,24.390243902439025,10,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,MARZO,2.4390243902439024,1,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,MAYO,14.634146341463415,6,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,NOVIEMBRE,12.195121951219512,5,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,OCTUBRE,14.634146341463415,6,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,1_ANIO,VARI,SETIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,ABRIL,0,0,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,AGOSTO,7.6923076923076925,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,DICIEMBRE,7.6923076923076925,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,JULIO,23.076923076923077,3,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,JUNIO,23.076923076923077,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,MARZO,0,0,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,MAYO,30.76923076923077,4,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,NOVIEMBRE,7.6923076923076925,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,OCTUBRE,7.6923076923076925,1,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,2_ANIOS,INFLUENZA,SETIEMBRE,23.076923076923077,3,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,ABRIL,0,0,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,AGOSTO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,DICIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,JULIO,300,3,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,JUNIO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,MARZO,0,0,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,MAYO,200,2,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,NOVIEMBRE,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,OCTUBRE,0,0,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,3_ANIOS,INFLUENZA,SETIEMBRE,100,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,ABRIL,1,166.66666666666666,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,AGOSTO,1,16.666666666666668,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,DICIEMBRE,21,16.666666666666668,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,FEBRERO,2,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,JULIO,1,0,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,JUNIO,0,16.666666666666668,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,MARZO,10,33.333333333333336,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,MAYO,1,16.666666666666668,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,NOVIEMBRE,1,16.666666666666668,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,OCTUBRE,1,50,,,,,,,,619318
HUITOCOCHA,2019,UCAYALI,4_ANIOS,APO2,SETIEMBRE,3,16.666666666666668,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,85800
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,ABRIL,216.66666666666666,13,,,,,,,,998497
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,AGOSTO,16.666666666666668,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,3650033
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,DICIEMBRE,16.666666666666668,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1953340
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,ENERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,924269
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,FEBRERO,0,0,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,2,115625,1000320
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,JULIO,0,0,,,,,,,,1352080
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,JUNIO,16.666666666666668,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1235133
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,MARZO,33.333333333333336,2,,,,,,,,1003216
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,MAYO,16.666666666666668,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,4,115625,1030125
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,NOVIEMBRE,16.666666666666668,1,CORONEL PORTILLO,YARINACOCHA,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,HUITOCOCHA,5,115625,1813790
HUITOCOCHA,2019,UCAYALI,4_ANIOS,DPT2,OCTUBRE,50,3,,,,,,,,619318
